x,y,z,parentid,vid,edgetype
0.162,0.145,0.353,81.0,91.0,+
0.304,0.242,0.302,82.0,92.0,<
0.298,0.22,0.304,82.0,93.0,+
0.308,0.177,0.28,83.0,94.0,<
0.336,0.209,0.286,84.0,95.0,<
0.186,0.226,0.393,88.0,96.0,<
0.132,0.117,0.331,89.0,97.0,<
0.143,0.121,0.34,89.0,98.0,+
0.124,0.163,0.361,90.0,99.0,<
0.174,0.142,0.362,91.0,100.0,<
0.303,0.254,0.309,92.0,101.0,<
0.314,0.242,0.307,92.0,102.0,+
0.309,0.161,0.277,94.0,103.0,<
0.35,0.208,0.285,95.0,104.0,<
0.184,0.223,0.412,96.0,105.0,<
0.196,0.255,0.395,96.0,106.0,+
0.126,0.103,0.328,97.0,107.0,<
0.116,0.17,0.365,99.0,108.0,<
0.1835,0.14,0.366,100.0,109.0,<
0.302,0.264,0.314,101.0,110.0,<
0.3095,0.147,0.274,103.0,111.0,<
0.186,0.225,0.427,105.0,112.0,<
0.201,0.267,0.4,106.0,113.0,<
0.121,0.095,0.331,107.0,114.0,<
0.112,0.1765,0.372,108.0,115.0,<
0.31,0.136,0.271,111.0,116.0,<
0.186,0.224,0.441,112.0,117.0,<
0.207,0.279,0.404,113.0,118.0,<
0.196,0.271,0.408,113.0,119.0,+
0.117,0.077,0.324,114.0,120.0,<
0.149,0.087,0.338,114.0,121.0,+
0.102,0.105,0.349,114.0,122.0,+
0.186,0.222,0.457,117.0,123.0,<
0.213,0.294,0.405,118.0,124.0,<
0.111,0.066,0.319,120.0,125.0,<
0.104,0.076,0.331,120.0,126.0,+
0.159,0.081,0.342,121.0,127.0,<
0.093,0.109,0.356,122.0,128.0,<
0.188,0.22,0.469,123.0,129.0,<
0.221,0.304,0.405,124.0,130.0,<
0.208,0.302,0.4165,124.0,131.0,+
0.106,0.054,0.315,125.0,132.0,<
0.172,0.076,0.343,127.0,133.0,<
0.08,0.111,0.362,128.0,134.0,<
0.196,0.202,0.4775,129.0,135.0,<
0.186,0.223,0.484,129.0,136.0,+
0.193,0.222,0.477,129.0,137.0,+
0.225,0.321,0.399,130.0,138.0,<
0.237,0.298,0.419,130.0,139.0,+
0.2,0.307,0.425,131.0,140.0,<
0.097,0.041,0.311,132.0,141.0,<
0.181,0.0735,0.344,133.0,142.0,<
0.2,0.191,0.487,135.0,143.0,<
0.184,0.222,0.5,136.0,144.0,<
0.23,0.33,0.392,138.0,145.0,<
0.231,0.326,0.405,138.0,146.0,+
0.22,0.324,0.4085,138.0,147.0,+
0.246,0.293,0.42,139.0,148.0,<
0.189,0.311,0.43,140.0,149.0,<
0.091,0.032,0.311,141.0,150.0,<
0.206,0.181,0.492,143.0,151.0,<
0.182,0.223,0.512,144.0,152.0,<
0.233,0.343,0.383,145.0,153.0,<
0.258,0.286,0.418,148.0,154.0,<
0.0745,0.042,0.318,150.0,155.0,+
0.211,0.165,0.495,151.0,156.0,<
0.162,0.227,0.522,152.0,157.0,<
0.186,0.222,0.524,152.0,158.0,+
0.238,0.346,0.375,153.0,159.0,<
0.227,0.354,0.393,153.0,160.0,+
0.066,0.047,0.318,155.0,161.0,<
0.217,0.152,0.491,156.0,162.0,<
0.221,0.164,0.5025,156.0,163.0,+
0.197,0.161,0.505,156.0,164.0,+
0.15,0.231,0.528,157.0,165.0,<
0.238,0.358,0.358,159.0,166.0,<
0.258,0.336,0.3765,159.0,167.0,+
0.221,0.364,0.4,160.0,168.0,<
0.222,0.141,0.484,162.0,169.0,<
0.235,0.1675,0.51,163.0,170.0,<
0.227,0.165,0.51,163.0,171.0,+
0.137,0.234,0.532,165.0,172.0,<
0.239,0.36,0.351,166.0,173.0,<
0.213,0.373,0.405,168.0,174.0,<
0.227,0.13,0.476,169.0,175.0,<
0.125,0.236,0.527,172.0,176.0,<
0.138,0.221,0.542,172.0,177.0,+
0.231,0.121,0.465,175.0,178.0,<
0.243,0.132,0.481,175.0,179.0,+
0.204,0.12,0.486,175.0,180.0,+
0.222,0.131,0.469,175.0,181.0,+
0.11,0.24,0.526,176.0,182.0,<
0.234,0.114,0.452,178.0,183.0,<
0.252,0.133,0.484,179.0,184.0,<
0.197,0.116,0.485,180.0,185.0,<
0.097,0.243,0.515,182.0,186.0,<
0.107,0.222,0.531,182.0,187.0,+
0.113,0.254,0.531,182.0,188.0,+
0.236,0.104,0.442,183.0,189.0,<
0.087,0.246,0.503,186.0,190.0,<
0.1005,0.252,0.511,186.0,191.0,+
0.237,0.098,0.43,189.0,192.0,<
0.2485,0.108,0.441,189.0,193.0,+
0.085,0.25,0.4935,190.0,194.0,<
0.089,0.234,0.495,190.0,195.0,+
0.081,0.24,0.503,190.0,196.0,+
0.0815,0.2525,0.505,190.0,197.0,+
0.237,0.092,0.42,192.0,198.0,<
0.082,0.252,0.482,194.0,199.0,<
0.181,0.192,0.111,200.0,201.0,<
0.175,0.191,0.122,201.0,202.0,<
0.178,0.194,0.139,201.0,203.0,+
0.184,0.17,0.11,202.0,204.0,<
0.172,0.199,0.151,203.0,205.0,+
0.187,0.16,0.121,204.0,206.0,<
0.18,0.196,0.169,204.0,207.0,+
0.153,0.205,0.156,205.0,208.0,<
0.191,0.151,0.13,206.0,209.0,<
0.182,0.197,0.184,207.0,210.0,<
0.141,0.208,0.165,208.0,211.0,<
0.196,0.14,0.14,209.0,212.0,<
0.179,0.201,0.198,210.0,213.0,<
0.132,0.211,0.174,211.0,214.0,<
0.201,0.134,0.147,212.0,215.0,<
0.18,0.203,0.213,213.0,216.0,<
0.12,0.214,0.183,214.0,217.0,<
0.21,0.122,0.156,214.0,218.0,+
0.182,0.132,0.156,215.0,219.0,<
0.184,0.205,0.227,216.0,220.0,<
0.11,0.215,0.193,217.0,221.0,<
0.217,0.112,0.163,219.0,222.0,<
0.179,0.206,0.241,219.0,223.0,+
0.203,0.207,0.234,219.0,224.0,+
0.1915,0.2125,0.232,220.0,225.0,<
0.098,0.217,0.201,220.0,226.0,+
0.114,0.216,0.206,221.0,227.0,<
0.221,0.106,0.165,222.0,228.0,<
0.179,0.207,0.256,223.0,229.0,<
0.216,0.207,0.242,225.0,230.0,<
0.089,0.221,0.21,225.0,231.0,+
0.092,0.204,0.203,226.0,232.0,<
0.1205,0.217,0.212,228.0,233.0,<
0.18,0.209,0.27,229.0,234.0,<
0.229,0.207,0.249,230.0,235.0,<
0.078,0.222,0.22,231.0,236.0,<
0.088,0.187,0.203,233.0,237.0,<
0.179,0.2085,0.2845,233.0,238.0,+
0.179,0.216,0.276,234.0,239.0,<
0.242,0.208,0.257,235.0,240.0,<
0.07,0.224,0.2315,236.0,241.0,<
0.086,0.177,0.202,237.0,242.0,<
0.175,0.208,0.298,239.0,243.0,<
0.254,0.208,0.264,240.0,244.0,<
0.055,0.224,0.235,240.0,245.0,+
0.078,0.229,0.245,242.0,246.0,<
0.181,0.214,0.312,242.0,247.0,+
0.1655,0.187,0.306,243.0,248.0,<
0.262,0.208,0.272,244.0,249.0,<
0.045,0.231,0.246,244.0,250.0,+
0.042,0.211,0.232,245.0,251.0,<
0.085,0.236,0.257,246.0,252.0,<
0.182,0.214,0.325,247.0,253.0,<
0.16,0.176,0.314,248.0,254.0,<
0.282,0.21,0.271,248.0,255.0,+
0.259,0.185,0.279,248.0,256.0,+
0.256,0.2235,0.287,249.0,257.0,<
0.034,0.236,0.253,250.0,258.0,<
0.031,0.203,0.229,251.0,259.0,<
0.091,0.24,0.268,252.0,260.0,<
0.181,0.215,0.341,253.0,261.0,<
0.155,0.166,0.3225,254.0,262.0,<
0.296,0.211,0.275,255.0,263.0,<
0.257,0.172,0.282,256.0,264.0,<
0.254,0.235,0.295,257.0,265.0,<
0.021,0.243,0.259,257.0,266.0,+
0.031,0.226,0.258,258.0,267.0,<
0.021,0.195,0.227,259.0,268.0,<
0.099,0.25,0.277,259.0,269.0,+
0.0875,0.233,0.275,260.0,270.0,<
0.18,0.216,0.356,261.0,271.0,<
0.15,0.155,0.331,262.0,272.0,<
0.308,0.211,0.281,263.0,273.0,<
0.2545,0.157,0.283,265.0,274.0,<
0.011,0.246,0.264,265.0,275.0,+
0.018,0.257,0.26,267.0,276.0,<
0.011,0.193,0.224,268.0,277.0,<
0.103,0.255,0.283,270.0,278.0,<
0.183,0.218,0.37,270.0,279.0,+
0.166,0.216,0.354,271.0,280.0,<
0.145,0.146,0.338,272.0,281.0,+
0.304,0.226,0.295,272.0,282.0,+
0.309,0.19,0.279,272.0,283.0,+
0.323,0.21,0.284,273.0,284.0,<
0.253,0.1475,0.282,274.0,285.0,<
0.004,0.248,0.272,275.0,286.0,<
0.0165,0.264,0.2595,278.0,287.0,<
0.185,0.223,0.384,280.0,288.0,<
0.139,0.128,0.335,280.0,289.0,+
0.134,0.157,0.3515,280.0,290.0,+
0.162,0.145,0.353,281.0,291.0,<
0.304,0.242,0.302,281.0,292.0,+
0.298,0.22,0.304,282.0,293.0,<
0.308,0.177,0.28,283.0,294.0,<
0.336,0.209,0.286,287.0,295.0,<
0.186,0.226,0.393,288.0,296.0,<
0.132,0.117,0.331,288.0,297.0,+
0.143,0.121,0.34,289.0,298.0,<
0.124,0.163,0.361,290.0,299.0,<
0.174,0.142,0.362,291.0,300.0,<
0.303,0.254,0.309,291.0,301.0,+
0.314,0.242,0.307,293.0,302.0,<
0.309,0.161,0.277,294.0,303.0,<
0.35,0.208,0.285,295.0,304.0,<
0.184,0.223,0.412,295.0,305.0,+
0.196,0.255,0.395,296.0,306.0,<
0.126,0.103,0.328,298.0,307.0,<
0.116,0.17,0.365,299.0,308.0,<
0.1835,0.14,0.366,300.0,309.0,<
0.302,0.264,0.314,302.0,310.0,<
0.3095,0.147,0.274,304.0,311.0,<
0.186,0.225,0.427,305.0,312.0,<
0.201,0.267,0.4,306.0,313.0,<
0.121,0.095,0.331,307.0,314.0,<
0.112,0.1765,0.372,310.0,315.0,<
0.31,0.136,0.271,311.0,316.0,<
0.186,0.224,0.441,312.0,317.0,<
0.207,0.279,0.404,312.0,318.0,+
0.196,0.271,0.408,313.0,319.0,<
0.117,0.077,0.324,313.0,320.0,+
0.149,0.087,0.338,313.0,321.0,+
0.102,0.105,0.349,316.0,322.0,<
0.186,0.222,0.457,317.0,323.0,<
0.213,0.294,0.405,319.0,324.0,<
0.111,0.066,0.319,319.0,325.0,+
0.104,0.076,0.331,320.0,326.0,<
0.159,0.081,0.342,321.0,327.0,<
0.093,0.109,0.356,322.0,328.0,<
0.188,0.22,0.469,323.0,329.0,<
0.221,0.304,0.405,323.0,330.0,+
0.208,0.302,0.4165,324.0,331.0,<
0.106,0.054,0.315,326.0,332.0,<
0.172,0.076,0.343,327.0,333.0,<
0.08,0.111,0.362,328.0,334.0,<
0.196,0.202,0.4775,328.0,335.0,+
0.186,0.223,0.484,328.0,336.0,+
0.193,0.222,0.477,329.0,337.0,<
0.225,0.321,0.399,329.0,338.0,+
0.237,0.298,0.419,330.0,339.0,<
0.2,0.307,0.425,331.0,340.0,<
0.097,0.041,0.311,332.0,341.0,<
0.181,0.0735,0.344,334.0,342.0,<
0.2,0.191,0.487,335.0,343.0,<
0.184,0.222,0.5,337.0,344.0,<
0.23,0.33,0.392,337.0,345.0,+
0.231,0.326,0.405,337.0,346.0,+
0.22,0.324,0.4085,338.0,347.0,<
0.246,0.293,0.42,339.0,348.0,<
0.189,0.311,0.43,340.0,349.0,<
0.091,0.032,0.311,342.0,350.0,<
0.206,0.181,0.492,343.0,351.0,<
0.182,0.223,0.512,344.0,352.0,<
0.233,0.343,0.383,347.0,353.0,<
0.258,0.286,0.418,349.0,354.0,+
0.0745,0.042,0.318,350.0,355.0,<
0.211,0.165,0.495,351.0,356.0,<
0.162,0.227,0.522,351.0,357.0,+
0.186,0.222,0.524,352.0,358.0,<
0.238,0.346,0.375,352.0,359.0,+
0.227,0.354,0.393,354.0,360.0,<
0.066,0.047,0.318,355.0,361.0,<
0.217,0.152,0.491,355.0,362.0,+
0.221,0.164,0.5025,355.0,363.0,+
0.197,0.161,0.505,356.0,364.0,<
0.15,0.231,0.528,358.0,365.0,<
0.238,0.358,0.358,358.0,366.0,+
0.258,0.336,0.3765,359.0,367.0,<
0.221,0.364,0.4,361.0,368.0,<
0.222,0.141,0.484,362.0,369.0,<
0.235,0.1675,0.51,362.0,370.0,+
0.227,0.165,0.51,364.0,371.0,<
0.137,0.234,0.532,365.0,372.0,<
0.239,0.36,0.351,367.0,373.0,<
0.213,0.373,0.405,368.0,374.0,<
0.227,0.13,0.476,371.0,375.0,<
0.125,0.236,0.527,371.0,376.0,+
0.138,0.221,0.542,374.0,377.0,<
0.231,0.121,0.465,374.0,378.0,+
0.243,0.132,0.481,374.0,379.0,+
0.204,0.12,0.486,374.0,380.0,+
0.222,0.131,0.469,375.0,381.0,<
0.11,0.24,0.526,377.0,382.0,<
0.234,0.114,0.452,378.0,383.0,<
0.252,0.133,0.484,379.0,384.0,<
0.197,0.116,0.485,381.0,385.0,<
0.097,0.243,0.515,381.0,386.0,+
0.107,0.222,0.531,381.0,387.0,+
0.113,0.254,0.531,382.0,388.0,<
0.236,0.104,0.442,385.0,389.0,<
0.087,0.246,0.503,385.0,390.0,+
0.1005,0.252,0.511,388.0,391.0,<
0.237,0.098,0.43,388.0,392.0,+
0.2485,0.108,0.441,389.0,393.0,<
0.085,0.25,0.4935,389.0,394.0,+
0.089,0.234,0.495,389.0,395.0,+
0.081,0.24,0.503,389.0,396.0,+
0.0815,0.2525,0.505,391.0,397.0,<
0.237,0.092,0.42,393.0,398.0,<
0.082,0.252,0.482,,,
