x,y,z,parentid,vid,edgetype
0.126,0.162,0.694,168.0,182.0,<
0.14,0.166,0.696,168.0,183.0,+
0.109,0.036,0.61,169.0,184.0,<
0.143,0.101,0.641,171.0,185.0,+
0.255,0.209,0.651,177.0,186.0,<
0.18,0.155,0.647,181.0,187.0,<
0.092,0.037,0.621,184.0,188.0,+
0.108,0.024,0.606,184.0,189.0,+
0.127,0.034,0.621,184.0,190.0,+
0.1225,0.041,0.6134999999999999,184.0,191.0,+
0.104,0.027,0.614,184.0,192.0,+
0.271,0.2095,0.65,186.0,193.0,<
0.254,0.224,0.661,186.0,194.0,+
0.2005,0.17149999999999999,0.652,187.0,195.0,+
0.077,0.041,0.62,188.0,196.0,<
0.099,0.039,0.635,188.0,197.0,+
0.289,0.217,0.641,193.0,198.0,<
0.304,0.223,0.635,198.0,199.0,<
0.321,0.226,0.628,199.0,200.0,<
0.16,0.187,0.109,201.0,202.0,<
0.159,0.1825,0.131,201.0,203.0,+
0.151,0.197,0.1,202.0,204.0,<
0.16,0.177,0.147,204.0,205.0,<
0.157,0.185,0.171,204.0,206.0,+
0.171,0.152,0.157,205.0,207.0,<
0.156,0.183,0.19,206.0,208.0,<
0.178,0.138,0.168,207.0,209.0,<
0.157,0.184,0.211,208.0,210.0,<
0.185,0.123,0.181,209.0,211.0,<
0.158,0.188,0.229,210.0,212.0,<
0.192,0.115,0.194,211.0,213.0,<
0.152,0.175,0.248,211.0,214.0,+
0.169,0.207,0.242,211.0,215.0,+
0.144,0.179,0.1975,212.0,216.0,<
0.206,0.1,0.204,212.0,217.0,+
0.166,0.115,0.21,213.0,218.0,<
0.149,0.172,0.267,214.0,219.0,<
0.179,0.221,0.254,216.0,220.0,<
0.208,0.082,0.216,216.0,221.0,+
0.225,0.1105,0.209,218.0,222.0,<
0.139,0.167,0.283,219.0,223.0,<
0.188,0.234,0.269,220.0,224.0,<
0.217,0.071,0.226,220.0,225.0,+
0.192,0.071,0.223,221.0,226.0,<
0.24,0.119,0.212,222.0,227.0,<
0.147,0.171,0.306,222.0,228.0,+
0.119,0.151,0.293,223.0,229.0,<
0.198,0.245,0.277,223.0,230.0,+
0.176,0.234,0.287,224.0,231.0,<
0.228,0.059,0.241,224.0,232.0,+
0.217,0.061,0.229,225.0,233.0,<
0.176,0.062,0.23,226.0,234.0,<
0.2415,0.1285,0.214,227.0,235.0,<
0.148,0.173,0.324,228.0,236.0,<
0.108,0.141,0.303,228.0,237.0,+
0.125,0.143,0.295,229.0,238.0,<
0.207,0.263,0.285,229.0,239.0,+
0.216,0.218,0.289,230.0,240.0,<
0.162,0.237,0.299,230.0,241.0,+
0.172,0.229,0.293,231.0,242.0,<
0.231,0.044,0.253,231.0,243.0,+
0.245,0.059,0.247,235.0,244.0,<
0.149,0.171,0.345,236.0,245.0,<
0.092,0.131,0.315,238.0,246.0,<
0.217,0.274,0.296,239.0,247.0,<
0.221,0.21,0.297,240.0,248.0,<
0.153,0.238,0.3045,242.0,249.0,<
0.235,0.031,0.262,244.0,250.0,<
0.151,0.17,0.366,245.0,251.0,<
0.084,0.119,0.321,245.0,252.0,+
0.085,0.14,0.331,246.0,253.0,<
0.227,0.291,0.305,246.0,254.0,+
0.237,0.266,0.2995,246.0,255.0,+
0.19,0.275,0.317,250.0,256.0,<
0.155,0.166,0.382,251.0,257.0,<
0.061,0.108,0.318,251.0,258.0,+
0.107,0.112,0.341,252.0,259.0,<
0.078,0.152,0.346,253.0,260.0,<
0.233,0.308,0.311,253.0,261.0,+
0.224,0.295,0.315,254.0,262.0,<
0.255,0.256,0.304,255.0,263.0,<
0.175,0.28,0.325,256.0,264.0,<
0.149,0.168,0.406,256.0,265.0,+
0.185,0.159,0.391,257.0,266.0,<
0.045,0.099,0.322,257.0,267.0,+
0.076,0.12,0.334,258.0,268.0,<
0.113,0.105,0.352,258.0,269.0,+
0.121,0.1,0.344,259.0,270.0,<
0.07,0.168,0.352,260.0,271.0,<
0.243,0.323,0.322,262.0,272.0,<
0.277,0.249,0.306,263.0,273.0,<
0.163,0.284,0.331,264.0,274.0,<
0.149,0.17,0.425,265.0,275.0,<
0.201,0.153,0.404,266.0,276.0,+
0.056,0.074,0.327,266.0,277.0,+
0.037,0.109,0.346,266.0,278.0,+
0.031,0.088,0.316,266.0,279.0,+
0.038,0.113,0.332,270.0,280.0,<
0.067,0.175,0.363,270.0,281.0,+
0.064,0.1775,0.353,271.0,282.0,<
0.251,0.334,0.328,272.0,283.0,<
0.286,0.2455,0.309,272.0,284.0,+
0.286,0.25,0.309,274.0,285.0,<
0.149,0.172,0.445,275.0,286.0,<
0.217,0.149,0.41,276.0,287.0,<
0.067,0.062,0.332,276.0,288.0,+
0.047,0.076,0.333,277.0,289.0,<
0.029,0.119,0.358,277.0,290.0,+
0.029,0.091,0.351,282.0,291.0,+
0.268,0.336,0.322,282.0,292.0,+
0.256,0.349,0.335,282.0,293.0,+
0.2595,0.34,0.316,282.0,294.0,+
0.231,0.331,0.347,285.0,295.0,<
0.148,0.175,0.466,286.0,296.0,<
0.237,0.146,0.419,287.0,297.0,<
0.075,0.0435,0.336,289.0,298.0,<
0.021,0.125,0.369,295.0,299.0,<
0.143,0.181,0.482,296.0,300.0,<
0.254,0.14,0.413,296.0,301.0,+
0.238,0.162,0.436,296.0,302.0,+
0.231,0.127,0.432,296.0,303.0,+
0.235,0.133,0.422,297.0,304.0,<
0.083,0.024,0.338,299.0,305.0,<
0.147,0.175,0.505,299.0,306.0,+
0.127,0.203,0.493,300.0,307.0,<
0.275,0.132,0.404,301.0,308.0,<
0.239,0.178,0.448,302.0,309.0,<
0.226,0.115,0.445,305.0,310.0,<
0.147,0.174,0.525,306.0,311.0,<
0.118,0.216,0.507,307.0,312.0,<
0.287,0.13,0.4,308.0,313.0,<
0.239,0.192,0.458,308.0,314.0,+
0.248,0.176,0.458,309.0,315.0,<
0.221,0.1,0.449,310.0,316.0,<
0.147,0.171,0.5455000000000001,311.0,317.0,<
0.109,0.224,0.52,312.0,318.0,+
0.279,0.102,0.423,312.0,319.0,+
0.291,0.16,0.403,312.0,320.0,+
0.309,0.123,0.386,316.0,321.0,<
0.144,0.167,0.561,317.0,322.0,<
0.099,0.241,0.532,317.0,323.0,+
0.112,0.209,0.531,317.0,324.0,+
0.107,0.221,0.526,317.0,325.0,+
0.107,0.209,0.532,318.0,326.0,<
0.278,0.078,0.43,318.0,327.0,+
0.285,0.1205,0.435,319.0,328.0,<
0.292,0.174,0.408,319.0,329.0,+
0.293,0.168,0.401,320.0,330.0,<
0.322,0.121,0.377,320.0,331.0,+
0.31,0.116,0.395,321.0,332.0,<
0.148,0.169,0.586,321.0,333.0,+
0.135,0.141,0.572,322.0,334.0,<
0.087,0.256,0.535,322.0,335.0,+
0.112,0.247,0.545,322.0,336.0,+
0.089,0.232,0.546,326.0,337.0,<
0.276,0.066,0.436,332.0,338.0,<
0.149,0.173,0.603,333.0,339.0,<
0.131,0.126,0.586,334.0,340.0,<
0.076,0.271,0.539,334.0,341.0,+
0.0985,0.249,0.546,335.0,342.0,<
0.125,0.251,0.556,336.0,343.0,<
0.0805,0.221,0.56,337.0,344.0,<
0.274,0.05,0.436,338.0,345.0,<
0.17,0.18,0.617,338.0,346.0,+
0.145,0.169,0.623,338.0,347.0,+
0.142,0.181,0.613,339.0,348.0,<
0.126,0.111,0.595,339.0,349.0,+
0.127,0.1275,0.597,339.0,350.0,+
0.14,0.1265,0.595,340.0,351.0,<
0.065,0.286,0.545,342.0,352.0,<
0.138,0.254,0.557,343.0,353.0,<
0.074,0.213,0.565,345.0,354.0,<
0.184,0.184,0.633,346.0,355.0,<
0.145,0.168,0.643,348.0,356.0,<
0.123,0.0925,0.604,351.0,357.0,<
0.055,0.295,0.549,354.0,358.0,<
0.1975,0.188,0.644,355.0,359.0,<
0.143,0.167,0.662,356.0,360.0,<
0.117,0.075,0.607,356.0,361.0,+
0.143,0.095,0.619,356.0,362.0,+
0.113,0.093,0.623,357.0,363.0,+
0.041,0.276,0.568,357.0,364.0,+
0.091,0.308,0.553,357.0,365.0,+
0.046,0.314,0.548,358.0,366.0,<
0.214,0.194,0.653,359.0,367.0,+
0.17,0.161,0.672,359.0,368.0,+
0.138,0.166,0.6835,360.0,369.0,<
0.112,0.0575,0.608,360.0,370.0,+
0.121,0.067,0.6145,361.0,371.0,<
0.151,0.097,0.633,361.0,372.0,+
0.152,0.092,0.622,362.0,373.0,<
0.106,0.0965,0.632,363.0,374.0,<
0.03,0.265,0.575,364.0,375.0,<
0.112,0.318,0.551,365.0,376.0,+
0.048,0.304,0.562,366.0,377.0,<
0.234,0.202,0.652,366.0,378.0,+
0.202,0.201,0.671,366.0,379.0,+
0.215,0.1805,0.665,366.0,380.0,+
0.226,0.192,0.653,367.0,381.0,+
0.179,0.156,0.657,368.0,382.0,<
0.126,0.162,0.694,368.0,383.0,+
0.14,0.166,0.696,369.0,384.0,<
0.109,0.036,0.61,371.0,385.0,+
0.143,0.101,0.641,377.0,386.0,<
0.255,0.209,0.651,381.0,387.0,<
0.18,0.155,0.647,384.0,388.0,+
0.092,0.037,0.621,384.0,389.0,+
0.108,0.024,0.606,384.0,390.0,+
0.127,0.034,0.621,384.0,391.0,+
0.1225,0.041,0.6134999999999999,384.0,392.0,+
0.104,0.027,0.614,386.0,393.0,<
0.271,0.2095,0.65,386.0,394.0,+
0.254,0.224,0.661,387.0,395.0,+
0.2005,0.17149999999999999,0.652,388.0,396.0,<
0.077,0.041,0.62,388.0,397.0,+
0.099,0.039,0.635,393.0,398.0,<
0.289,0.217,0.641,398.0,399.0,<
0.304,0.223,0.635,399.0,400.0,<
0.321,0.226,0.628,,,
