x,y,z,parentid,vid,edgetype
0.039,0.097,0.608,162.0,167.0,<
0.041,0.1035,0.616,162.0,168.0,+
0.346,0.15,0.526,165.0,169.0,<
0.193,0.278,0.635,166.0,170.0,<
0.35,0.163,0.527,169.0,171.0,+
0.173,0.184,0.12,172.0,173.0,<
0.158,0.188,0.121,172.0,174.0,+
0.1955,0.17,0.136,173.0,175.0,+
0.156,0.19,0.148,174.0,176.0,<
0.211,0.161,0.145,175.0,177.0,<
0.158,0.19,0.168,176.0,178.0,<
0.227,0.152,0.152,177.0,179.0,<
0.154,0.188,0.184,178.0,180.0,<
0.235,0.145,0.158,179.0,181.0,<
0.157,0.192,0.205,179.0,182.0,+
0.129,0.177,0.191,179.0,183.0,+
0.149,0.19,0.19,180.0,184.0,<
0.259,0.142,0.163,180.0,185.0,+
0.222,0.12,0.166,181.0,186.0,<
0.158,0.194,0.224,182.0,187.0,<
0.114,0.169,0.198,184.0,188.0,<
0.272,0.127,0.166,184.0,189.0,+
0.273,0.155,0.169,186.0,190.0,<
0.159,0.199,0.243,187.0,191.0,<
0.1,0.159,0.204,188.0,192.0,<
0.281,0.117,0.167,190.0,193.0,<
0.155,0.196,0.26,190.0,194.0,+
0.17,0.212,0.252,191.0,195.0,<
0.083,0.152,0.208,191.0,196.0,+
0.109,0.146,0.21,192.0,197.0,<
0.298,0.114,0.169,193.0,198.0,<
0.155,0.196,0.279,194.0,199.0,<
0.181,0.225,0.263,195.0,200.0,<
0.068,0.145,0.213,198.0,201.0,<
0.155,0.196,0.298,199.0,202.0,<
0.19,0.237,0.272,200.0,203.0,<
0.057,0.134,0.212,200.0,204.0,+
0.061,0.164,0.2335,201.0,205.0,<
0.155,0.195,0.317,202.0,206.0,<
0.201,0.249,0.2825,203.0,207.0,+
0.065,0.1065,0.21,203.0,208.0,+
0.034,0.128,0.213,203.0,209.0,+
0.041,0.136,0.2205,204.0,210.0,<
0.056,0.172,0.243,205.0,211.0,<
0.157,0.191,0.333,206.0,212.0,<
0.211,0.261,0.292,207.0,213.0,<
0.068,0.09,0.208,208.0,214.0,<
0.02,0.123,0.211,211.0,215.0,<
0.154,0.195,0.353,211.0,216.0,+
0.162,0.162,0.342,212.0,217.0,<
0.223,0.276,0.295,212.0,218.0,+
0.189,0.267,0.306,213.0,219.0,<
0.071,0.077,0.206,215.0,220.0,<
0.153,0.194,0.372,216.0,221.0,<
0.165,0.147,0.352,217.0,222.0,<
0.234,0.288,0.301,218.0,223.0,<
0.176,0.271,0.312,220.0,224.0,<
0.153,0.194,0.39,221.0,225.0,<
0.168,0.131,0.362,222.0,226.0,+
0.221,0.303,0.313,222.0,227.0,+
0.252,0.27,0.307,222.0,228.0,+
0.246,0.304,0.3,224.0,229.0,<
0.153,0.193,0.409,225.0,230.0,<
0.171,0.119,0.371,226.0,231.0,<
0.212,0.3155,0.322,227.0,232.0,<
0.262,0.26,0.3105,228.0,233.0,<
0.257,0.317,0.3,229.0,234.0,<
0.151,0.198,0.428,230.0,235.0,<
0.175,0.099,0.375,230.0,236.0,+
0.189,0.124,0.385,230.0,237.0,+
0.143,0.127,0.381,231.0,238.0,<
0.201,0.328,0.33,232.0,239.0,<
0.276,0.247,0.308,233.0,240.0,<
0.267,0.331,0.296,234.0,241.0,<
0.152,0.193,0.446,234.0,242.0,+
0.134,0.212,0.435,235.0,243.0,<
0.179,0.079,0.379,236.0,244.0,<
0.199,0.129,0.391,237.0,245.0,<
0.134,0.129,0.381,238.0,246.0,<
0.192,0.339,0.333,241.0,247.0,<
0.152,0.1925,0.465,242.0,248.0,<
0.122,0.224,0.446,243.0,249.0,<
0.183,0.07,0.381,243.0,250.0,+
0.164,0.072,0.387,244.0,251.0,<
0.211,0.135,0.394,247.0,252.0,<
0.152,0.192,0.484,248.0,253.0,<
0.11,0.234,0.456,249.0,254.0,<
0.185,0.045,0.38,249.0,255.0,+
0.211,0.076,0.388,249.0,256.0,+
0.185,0.06,0.384,250.0,257.0,<
0.148,0.067,0.394,252.0,258.0,<
0.153,0.191,0.501,253.0,259.0,<
0.098,0.245,0.465,254.0,260.0,<
0.188,0.028,0.377,254.0,261.0,+
0.176,0.037,0.384,254.0,262.0,+
0.191,0.041,0.384,255.0,263.0,<
0.2285,0.077,0.39,257.0,264.0,<
0.135,0.062,0.397,257.0,265.0,+
0.143,0.071,0.399,258.0,266.0,<
0.151,0.191,0.52,258.0,267.0,+
0.177,0.1855,0.511,259.0,268.0,<
0.087,0.255,0.475,260.0,269.0,<
0.192,0.013,0.3745,263.0,270.0,<
0.245,0.077,0.388,264.0,271.0,<
0.1195,0.057,0.397,266.0,272.0,<
0.152,0.19,0.539,266.0,273.0,+
0.148,0.196,0.532,267.0,274.0,<
0.192,0.182,0.521,268.0,275.0,<
0.074,0.267,0.482,268.0,276.0,+
0.075,0.244,0.487,268.0,277.0,+
0.1075,0.262,0.487,272.0,278.0,<
0.15,0.19,0.5575000000000001,274.0,279.0,<
0.206,0.178,0.531,275.0,280.0,<
0.062,0.278,0.49,276.0,281.0,<
0.068,0.229,0.49,277.0,282.0,<
0.118,0.266,0.486,278.0,283.0,<
0.151,0.19,0.576,278.0,284.0,+
0.141,0.178,0.572,279.0,285.0,<
0.221,0.174,0.541,280.0,286.0,<
0.05,0.291,0.499,283.0,287.0,<
0.151,0.191,0.595,284.0,288.0,<
0.129,0.168,0.582,285.0,289.0,<
0.232,0.169,0.551,286.0,290.0,<
0.036,0.298,0.505,286.0,291.0,+
0.056,0.3,0.511,287.0,292.0,<
0.153,0.19,0.614,288.0,293.0,<
0.116,0.157,0.592,289.0,294.0,<
0.253,0.166,0.558,289.0,295.0,+
0.22,0.153,0.562,289.0,296.0,+
0.227,0.19,0.567,289.0,297.0,+
0.227,0.18,0.564,290.0,298.0,+
0.0205,0.279,0.506,290.0,299.0,+
0.031,0.306,0.508,290.0,300.0,+
0.033,0.309,0.505,291.0,301.0,<
0.066,0.313,0.522,292.0,302.0,<
0.155,0.194,0.632,292.0,303.0,+
0.159,0.169,0.615,293.0,304.0,<
0.104,0.146,0.602,294.0,305.0,<
0.267,0.161,0.561,298.0,306.0,<
0.011,0.268,0.503,301.0,307.0,<
0.08,0.326,0.526,302.0,308.0,<
0.161,0.21,0.644,302.0,309.0,+
0.1535,0.192,0.644,303.0,310.0,+
0.16,0.167,0.607,303.0,311.0,+
0.153,0.157,0.613,304.0,312.0,<
0.096,0.138,0.609,305.0,313.0,<
0.284,0.158,0.562,307.0,314.0,<
0.086,0.332,0.524,308.0,315.0,<
0.167,0.225,0.654,310.0,316.0,+
0.159,0.158,0.606,311.0,317.0,+
0.1465,0.161,0.617,312.0,318.0,<
0.078,0.126,0.615,312.0,319.0,+
0.107,0.129,0.618,313.0,320.0,<
0.304,0.156,0.556,313.0,321.0,+
0.293,0.173,0.574,313.0,322.0,+
0.2785,0.1305,0.564,315.0,323.0,<
0.175,0.241,0.659,315.0,324.0,+
0.176,0.221,0.661,315.0,325.0,+
0.166,0.23,0.661,315.0,326.0,+
0.159,0.231,0.661,318.0,327.0,<
0.063,0.115,0.619,320.0,328.0,<
0.318,0.152,0.549,321.0,329.0,<
0.294,0.1855,0.5785,321.0,330.0,+
0.293,0.173,0.579,322.0,331.0,<
0.276,0.113,0.56,323.0,332.0,<
0.182,0.256,0.658,327.0,333.0,<
0.049,0.105,0.614,327.0,334.0,+
0.053,0.128,0.626,327.0,335.0,+
0.075,0.1,0.623,328.0,336.0,<
0.335,0.15,0.537,332.0,337.0,<
0.189,0.271,0.647,333.0,338.0,<
0.039,0.097,0.608,333.0,339.0,+
0.041,0.1035,0.616,336.0,340.0,<
0.346,0.15,0.526,337.0,341.0,<
0.193,0.278,0.635,340.0,342.0,+
0.35,0.163,0.527,,,
