x,y,z,parentid,vid,edgetype
0.197,0.183,0.257,170.0,174.0,<
0.214,0.225,0.23,172.0,175.0,<
0.277,0.108,0.171,173.0,176.0,<
0.195,0.182,0.275,174.0,177.0,<
0.22,0.241,0.234,175.0,178.0,+
0.271,0.093,0.175,175.0,179.0,+
0.294,0.119,0.178,175.0,180.0,+
0.287,0.096,0.17,176.0,181.0,<
0.192,0.18,0.287,177.0,182.0,<
0.225,0.258,0.238,178.0,183.0,<
0.261,0.081,0.178,179.0,184.0,<
0.308,0.129,0.181,180.0,185.0,<
0.298,0.087,0.171,181.0,186.0,<
0.195,0.183,0.309,181.0,187.0,+
0.1625,0.159,0.286,182.0,188.0,<
0.232,0.27,0.24,182.0,189.0,+
0.21,0.259,0.25,183.0,190.0,<
0.252,0.064,0.176,184.0,191.0,<
0.32,0.139,0.182,186.0,192.0,<
0.196,0.182,0.327,187.0,193.0,<
0.149,0.148,0.29,188.0,194.0,<
0.237,0.289,0.24,188.0,195.0,+
0.253,0.252,0.252,190.0,196.0,<
0.245,0.052,0.173,191.0,197.0,<
0.33,0.146,0.181,192.0,198.0,<
0.196,0.181,0.345,193.0,199.0,<
0.136,0.138,0.293,194.0,200.0,<
0.243,0.306,0.241,198.0,201.0,<
0.201,0.18,0.359,199.0,202.0,<
0.123,0.128,0.297,200.0,203.0,<
0.251,0.318,0.24,200.0,204.0,+
0.227,0.312,0.257,201.0,205.0,<
0.197,0.181,0.379,201.0,206.0,+
0.227,0.172,0.364,202.0,207.0,<
0.107,0.117,0.292,202.0,208.0,+
0.142,0.113,0.308,202.0,209.0,+
0.115,0.144,0.309,203.0,210.0,+
0.277,0.304,0.249,203.0,211.0,+
0.246,0.326,0.243,203.0,212.0,+
0.254,0.3335,0.237,204.0,213.0,<
0.218,0.315,0.266,204.0,214.0,+
0.221,0.31,0.262,205.0,215.0,<
0.196,0.181,0.396,206.0,216.0,<
0.242,0.167,0.37,207.0,217.0,<
0.094,0.109,0.287,208.0,218.0,<
0.15,0.106,0.311,209.0,219.0,<
0.113,0.152,0.314,210.0,220.0,<
0.292,0.298,0.25,213.0,221.0,<
0.204,0.322,0.269,215.0,222.0,<
0.193,0.18,0.414,216.0,223.0,<
0.258,0.161,0.376,217.0,224.0,<
0.082,0.099,0.279,217.0,225.0,+
0.098,0.089,0.291,217.0,226.0,+
0.079,0.12,0.29,220.0,227.0,<
0.306,0.292,0.247,222.0,228.0,<
0.192,0.182,0.431,223.0,229.0,<
0.274,0.156,0.382,224.0,230.0,<
0.07,0.09,0.269,225.0,231.0,<
0.104,0.076,0.293,226.0,232.0,<
0.068,0.132,0.291,228.0,233.0,<
0.185,0.185,0.446,229.0,234.0,<
0.285,0.15,0.387,229.0,235.0,+
0.279,0.165,0.394,230.0,236.0,<
0.06,0.082,0.261,231.0,237.0,<
0.111,0.06,0.296,232.0,238.0,<
0.059,0.145,0.289,233.0,239.0,<
0.189,0.181,0.464,233.0,240.0,+
0.172,0.201,0.453,234.0,241.0,<
0.304,0.146,0.387,234.0,242.0,+
0.266,0.132,0.403,235.0,243.0,<
0.282,0.1785,0.4015,236.0,244.0,<
0.052,0.074,0.249,236.0,245.0,+
0.061,0.07,0.263,237.0,246.0,<
0.116,0.048,0.296,238.0,247.0,<
0.052,0.154,0.286,239.0,248.0,<
0.186,0.181,0.482,240.0,249.0,<
0.161,0.212,0.462,241.0,250.0,<
0.32,0.139,0.388,242.0,251.0,<
0.259,0.121,0.405,248.0,252.0,<
0.185,0.18,0.499,249.0,253.0,<
0.15,0.222,0.47,250.0,254.0,<
0.333,0.134,0.393,252.0,255.0,<
0.182,0.176,0.513,253.0,256.0,<
0.139,0.232,0.479,254.0,257.0,+
0.339,0.153,0.406,254.0,258.0,+
0.329,0.114,0.399,255.0,259.0,+
0.169,0.152,0.518,255.0,260.0,+
0.183,0.179,0.534,256.0,261.0,<
0.129,0.242,0.49,257.0,262.0,<
0.344,0.167,0.414,259.0,263.0,<
0.162,0.139,0.527,260.0,264.0,<
0.182,0.18,0.552,261.0,265.0,<
0.117,0.253,0.495,261.0,266.0,+
0.142,0.249,0.502,261.0,267.0,+
0.123,0.225,0.5,262.0,268.0,<
0.35,0.183,0.415,263.0,269.0,<
0.154,0.126,0.535,264.0,270.0,<
0.182,0.182,0.569,265.0,271.0,<
0.106,0.263,0.503,266.0,272.0,<
0.151,0.253,0.504,269.0,273.0,<
0.148,0.112,0.546,270.0,274.0,<
0.184,0.185,0.584,270.0,275.0,+
0.159,0.1745,0.57,271.0,276.0,<
0.092,0.273,0.51,273.0,277.0,<
0.139,0.099,0.55,273.0,278.0,+
0.162,0.11,0.555,273.0,279.0,+
0.1545,0.107,0.5485,273.0,280.0,+
0.136,0.122,0.554,274.0,281.0,<
0.199,0.204,0.593,274.0,282.0,+
0.181,0.184,0.602,275.0,283.0,+
0.161,0.174,0.56,276.0,284.0,<
0.085,0.285,0.512,276.0,285.0,+
0.081,0.264,0.516,277.0,286.0,<
0.131,0.08549999999999999,0.556,278.0,287.0,+
0.168,0.11,0.546,281.0,288.0,<
0.208,0.216,0.601,282.0,289.0,<
0.181,0.187,0.614,283.0,290.0,<
0.169,0.17,0.556,283.0,291.0,+
0.164,0.18,0.55,283.0,292.0,+
0.169,0.178,0.562,284.0,293.0,<
0.067,0.297,0.51,284.0,294.0,+
0.106,0.2945,0.524,285.0,295.0,<
0.07,0.252,0.517,286.0,296.0,<
0.122,0.07,0.561,288.0,297.0,<
0.219,0.229,0.604,288.0,298.0,+
0.198,0.222,0.606,293.0,299.0,<
0.057,0.306,0.507,293.0,300.0,+
0.06,0.296,0.512,296.0,301.0,<
0.114,0.055,0.557,296.0,302.0,+
0.105,0.082,0.569,296.0,303.0,+
0.139,0.061,0.567,297.0,304.0,<
0.23,0.242,0.603,299.0,305.0,<
0.045,0.317,0.5,301.0,306.0,<
0.108,0.042,0.55,302.0,307.0,<
0.096,0.088,0.568,303.0,308.0,<
0.151,0.057,0.565,304.0,309.0,<
0.24,0.253,0.595,306.0,310.0,<
0.102,0.028,0.538,309.0,311.0,<
0.246,0.261,0.586,309.0,312.0,+
0.239,0.262,0.595,310.0,313.0,<
0.097,0.019,0.529,311.0,314.0,<
0.25,0.268,0.575,313.0,315.0,<
0.094,0.016,0.518,313.0,316.0,+
0.104,0.014,0.5235000000000001,,,
