x,y,z,parentid,vid,edgetype
0.178,0.209,0.529,135.0,142.0,<
0.217,0.153,0.513,136.0,143.0,<
0.044,0.213,0.441,137.0,144.0,<
0.333,0.228,0.356,138.0,145.0,<
0.28,0.3235,0.38,140.0,146.0,<
0.173,0.207,0.549,142.0,147.0,<
0.184,0.235,0.54,142.0,148.0,+
0.223,0.148,0.528,143.0,149.0,<
0.043,0.189,0.448,144.0,150.0,+
0.023,0.215,0.434,144.0,151.0,+
0.049,0.238,0.454,144.0,152.0,+
0.038,0.2,0.449,144.0,153.0,+
0.338,0.216,0.355,145.0,154.0,<
0.276,0.3325,0.381,146.0,155.0,<
0.17,0.206,0.567,147.0,156.0,<
0.185,0.246,0.553,148.0,157.0,<
0.235,0.135,0.539,149.0,158.0,<
0.205,0.14,0.537,149.0,159.0,+
0.2275,0.165,0.533,149.0,160.0,+
0.213,0.161,0.533,149.0,161.0,+
0.211,0.145,0.536,149.0,162.0,+
0.044,0.173,0.447,150.0,163.0,<
0.007,0.215,0.43,151.0,164.0,<
0.051,0.25,0.458,152.0,165.0,<
0.165,0.205,0.584,156.0,166.0,<
0.187,0.194,0.569,156.0,167.0,+
0.188,0.26,0.567,157.0,168.0,<
0.245,0.126,0.551,158.0,169.0,<
0.15,0.2,0.597,166.0,170.0,<
0.165,0.207,0.594,166.0,171.0,+
0.19,0.189,0.563,167.0,172.0,<
0.19,0.273,0.577,168.0,173.0,<
0.178,0.256,0.576,168.0,174.0,+
0.193,0.2595,0.573,168.0,175.0,+
0.255,0.116,0.561,169.0,176.0,<
0.138,0.196,0.609,170.0,177.0,<
0.205,0.191,0.571,172.0,178.0,+
0.2055,0.1905,0.566,172.0,179.0,+
0.202,0.1865,0.558,172.0,180.0,+
0.1985,0.19,0.576,172.0,181.0,+
0.192,0.287,0.587,173.0,182.0,<
0.271,0.106,0.564,176.0,183.0,<
0.244,0.103,0.57,176.0,184.0,+
0.262,0.142,0.57,176.0,185.0,+
0.251,0.11,0.569,176.0,186.0,+
0.124,0.19,0.617,177.0,187.0,<
0.133,0.197,0.617,177.0,188.0,+
0.1935,0.297,0.596,182.0,189.0,<
0.286,0.096,0.562,183.0,190.0,<
0.107,0.185,0.619,187.0,191.0,<
0.197,0.3195,0.6,189.0,192.0,<
0.173,0.2965,0.5994999999999999,189.0,193.0,+
0.299,0.088,0.56,190.0,194.0,<
0.094,0.179,0.614,191.0,195.0,<
0.2,0.34,0.601,192.0,196.0,<
0.311,0.083,0.553,194.0,197.0,<
0.207,0.351,0.596,196.0,198.0,<
0.198,0.346,0.603,196.0,199.0,+
0.204,0.336,0.597,196.0,200.0,+
0.192,0.345,0.601,196.0,201.0,+
0.174,0.193,0.114,202.0,203.0,<
0.182,0.19,0.127,202.0,204.0,+
0.159,0.184,0.118,203.0,205.0,<
0.18,0.192,0.149,204.0,206.0,<
0.137,0.178,0.122,205.0,207.0,<
0.183,0.187,0.166,206.0,208.0,<
0.121,0.172,0.123,207.0,209.0,<
0.179,0.193,0.187,207.0,210.0,+
0.201,0.171,0.166,207.0,211.0,+
0.187,0.183,0.175,208.0,212.0,<
0.103,0.165,0.122,209.0,213.0,<
0.179,0.195,0.205,210.0,214.0,<
0.2135,0.157,0.168,212.0,215.0,<
0.088,0.158,0.121,213.0,216.0,<
0.179,0.202,0.222,214.0,217.0,<
0.2265,0.143,0.17,215.0,218.0,<
0.068,0.157,0.115,215.0,219.0,+
0.09,0.136,0.127,216.0,220.0,<
0.181,0.197,0.241,216.0,221.0,+
0.177,0.226,0.227,217.0,222.0,<
0.237,0.129,0.168,217.0,223.0,+
0.232,0.145,0.178,218.0,224.0,<
0.055,0.17,0.113,218.0,225.0,+
0.054,0.148,0.112,219.0,226.0,<
0.094,0.124,0.131,220.0,227.0,<
0.18,0.196,0.26,221.0,228.0,<
0.176,0.243,0.232,222.0,229.0,<
0.248,0.114,0.167,224.0,230.0,<
0.042,0.182,0.108,225.0,231.0,<
0.038,0.141,0.106,227.0,232.0,<
0.176,0.193,0.279,228.0,233.0,<
0.175,0.261,0.237,229.0,234.0,<
0.26,0.103,0.168,230.0,235.0,<
0.033,0.192,0.102,231.0,236.0,<
0.0275,0.136,0.101,232.0,237.0,<
0.18,0.197,0.295,232.0,238.0,+
0.169,0.173,0.286,233.0,239.0,<
0.173,0.277,0.241,234.0,240.0,<
0.273,0.091,0.16,234.0,241.0,+
0.232,0.08,0.169,234.0,242.0,+
0.276,0.12,0.185,237.0,243.0,<
0.18,0.198,0.314,238.0,244.0,<
0.164,0.157,0.294,239.0,245.0,<
0.172,0.296,0.239,239.0,246.0,+
0.157,0.267,0.25,239.0,247.0,+
0.187,0.275,0.251,240.0,248.0,<
0.283,0.078,0.156,241.0,249.0,<
0.22,0.07,0.167,242.0,250.0,<
0.283,0.129,0.191,243.0,251.0,<
0.178,0.2,0.331,244.0,252.0,<
0.158,0.1425,0.302,245.0,253.0,<
0.171,0.312,0.236,248.0,254.0,<
0.291,0.071,0.1495,251.0,255.0,<
0.182,0.203,0.347,252.0,256.0,<
0.155,0.125,0.31,253.0,257.0,<
0.173,0.33,0.24,255.0,258.0,<
0.18,0.2,0.368,255.0,259.0,+
0.209,0.22,0.348,256.0,260.0,<
0.147,0.116,0.316,256.0,261.0,+
0.166,0.123,0.323,257.0,262.0,<
0.193,0.339,0.243,257.0,263.0,+
0.164,0.35,0.238,257.0,264.0,+
0.144,0.323,0.253,257.0,265.0,+
0.173,0.34,0.244,257.0,266.0,+
0.186,0.341,0.234,257.0,267.0,+
0.185,0.318,0.237,257.0,268.0,+
0.178,0.339,0.233,257.0,269.0,+
0.187,0.3305,0.236,257.0,270.0,+
0.178,0.324,0.232,257.0,271.0,+
0.181,0.332,0.23,258.0,272.0,<
0.178,0.2,0.387,259.0,273.0,<
0.225,0.229,0.353,260.0,274.0,<
0.142,0.091,0.316,260.0,275.0,+
0.137,0.132,0.326,260.0,276.0,+
0.1425,0.104,0.306,261.0,277.0,<
0.1845,0.1245,0.325,262.0,278.0,<
0.207,0.345,0.238,263.0,279.0,<
0.161,0.365,0.234,263.0,280.0,+
0.158,0.355,0.243,264.0,281.0,<
0.122,0.32,0.256,272.0,282.0,<
0.174,0.201,0.402,273.0,283.0,<
0.2395,0.238,0.357,274.0,284.0,<
0.137,0.08,0.321,277.0,285.0,<
0.194,0.127,0.326,278.0,286.0,<
0.217,0.349,0.236,278.0,287.0,+
0.213,0.325,0.235,278.0,288.0,+
0.215,0.357,0.241,279.0,289.0,<
0.159,0.377,0.232,279.0,290.0,+
0.168,0.351,0.236,281.0,291.0,<
0.113,0.315,0.256,282.0,292.0,<
0.178,0.2,0.423,282.0,293.0,+
0.142,0.205,0.406,283.0,294.0,<
0.254,0.248,0.363,284.0,295.0,<
0.132,0.061,0.317,284.0,296.0,+
0.162,0.071,0.333,284.0,297.0,+
0.114,0.093,0.333,284.0,298.0,+
0.127,0.0965,0.3305,284.0,299.0,+
0.1435,0.0675,0.3195,292.0,300.0,<
0.179,0.201,0.441,293.0,301.0,<
0.1245,0.207,0.413,294.0,302.0,<
0.271,0.255,0.361,294.0,303.0,+
0.263,0.233,0.373,294.0,304.0,+
0.235,0.26,0.377,294.0,305.0,+
0.263,0.252,0.356,295.0,306.0,<
0.127,0.042,0.312,295.0,307.0,+
0.14,0.052,0.32,295.0,308.0,+
0.124,0.054,0.32,296.0,309.0,<
0.175,0.064,0.334,297.0,310.0,<
0.098,0.096,0.338,300.0,311.0,<
0.182,0.198,0.459,301.0,312.0,<
0.108,0.208,0.421,302.0,313.0,<
0.285,0.263,0.358,303.0,314.0,<
0.268,0.219,0.381,304.0,315.0,<
0.227,0.267,0.38,306.0,316.0,<
0.123,0.026,0.307,311.0,317.0,<
0.179,0.204,0.477,311.0,318.0,+
0.194,0.181,0.472,311.0,319.0,+
0.181,0.195,0.473,312.0,320.0,<
0.097,0.21,0.428,313.0,321.0,<
0.301,0.273,0.357,313.0,322.0,+
0.278,0.269,0.348,313.0,323.0,+
0.284,0.267,0.343,314.0,324.0,<
0.2715,0.209,0.383,317.0,325.0,<
0.178,0.205,0.495,318.0,326.0,<
0.202,0.171,0.486,320.0,327.0,<
0.075,0.212,0.431,320.0,328.0,+
0.101,0.187,0.443,320.0,329.0,+
0.088,0.217,0.43,320.0,330.0,+
0.11,0.225,0.446,320.0,331.0,+
0.105,0.1965,0.438,321.0,332.0,+
0.317,0.258,0.358,321.0,333.0,+
0.294,0.29,0.372,321.0,334.0,+
0.315,0.282,0.353,321.0,335.0,+
0.309,0.274,0.36,325.0,336.0,<
0.178,0.207,0.514,326.0,337.0,<
0.209,0.163,0.4985,327.0,338.0,<
0.058,0.213,0.435,332.0,339.0,<
0.325,0.243,0.358,332.0,340.0,+
0.316,0.255,0.367,333.0,341.0,<
0.289,0.307,0.378,334.0,342.0,<
0.324,0.286,0.346,336.0,343.0,<
0.178,0.209,0.529,337.0,344.0,<
0.217,0.153,0.513,338.0,345.0,<
0.044,0.213,0.441,339.0,346.0,<
0.333,0.228,0.356,341.0,347.0,<
0.28,0.3235,0.38,343.0,348.0,<
0.173,0.207,0.549,343.0,349.0,+
0.184,0.235,0.54,344.0,350.0,<
0.223,0.148,0.528,345.0,351.0,+
0.043,0.189,0.448,345.0,352.0,+
0.023,0.215,0.434,345.0,353.0,+
0.049,0.238,0.454,345.0,354.0,+
0.038,0.2,0.449,346.0,355.0,<
0.338,0.216,0.355,347.0,356.0,<
0.276,0.3325,0.381,348.0,357.0,<
0.17,0.206,0.567,349.0,358.0,<
0.185,0.246,0.553,350.0,359.0,<
0.235,0.135,0.539,350.0,360.0,+
0.205,0.14,0.537,350.0,361.0,+
0.2275,0.165,0.533,350.0,362.0,+
0.213,0.161,0.533,350.0,363.0,+
0.211,0.145,0.536,351.0,364.0,<
0.044,0.173,0.447,352.0,365.0,<
0.007,0.215,0.43,353.0,366.0,<
0.051,0.25,0.458,357.0,367.0,<
0.165,0.205,0.584,357.0,368.0,+
0.187,0.194,0.569,358.0,369.0,<
0.188,0.26,0.567,359.0,370.0,<
0.245,0.126,0.551,367.0,371.0,<
0.15,0.2,0.597,367.0,372.0,+
0.165,0.207,0.594,368.0,373.0,<
0.19,0.189,0.563,369.0,374.0,<
0.19,0.273,0.577,369.0,375.0,+
0.178,0.256,0.576,369.0,376.0,+
0.193,0.2595,0.573,370.0,377.0,<
0.255,0.116,0.561,371.0,378.0,<
0.138,0.196,0.609,373.0,379.0,+
0.205,0.191,0.571,373.0,380.0,+
0.2055,0.1905,0.566,373.0,381.0,+
0.202,0.1865,0.558,373.0,382.0,+
0.1985,0.19,0.576,374.0,383.0,<
0.192,0.287,0.587,377.0,384.0,<
0.271,0.106,0.564,377.0,385.0,+
0.244,0.103,0.57,377.0,386.0,+
0.262,0.142,0.57,377.0,387.0,+
0.251,0.11,0.569,378.0,388.0,<
0.124,0.19,0.617,378.0,389.0,+
0.133,0.197,0.617,383.0,390.0,<
0.1935,0.297,0.596,384.0,391.0,<
0.286,0.096,0.562,388.0,392.0,<
0.107,0.185,0.619,390.0,393.0,<
0.197,0.3195,0.6,390.0,394.0,+
0.173,0.2965,0.5994999999999999,391.0,395.0,<
0.299,0.088,0.56,392.0,396.0,<
0.094,0.179,0.614,393.0,397.0,<
0.2,0.34,0.601,395.0,398.0,<
0.311,0.083,0.553,397.0,399.0,<
0.207,0.351,0.596,397.0,400.0,+
0.198,0.346,0.603,397.0,401.0,+
0.204,0.336,0.597,397.0,402.0,+
0.192,0.345,0.601,,,
