x,y,z,parentid,vid,edgetype
0.135,0.1565,0.262,186.0,191.0,+
0.123,0.18,0.263,187.0,192.0,<
0.231,0.29,0.2,187.0,193.0,+
0.215,0.291,0.213,187.0,194.0,+
0.246,0.275,0.206,188.0,195.0,<
0.188,0.182,0.316,188.0,196.0,+
0.213,0.177,0.307,189.0,197.0,<
0.104,0.162,0.245,190.0,198.0,<
0.141,0.147,0.261,191.0,199.0,<
0.12,0.195,0.265,192.0,200.0,<
0.237,0.301,0.194,193.0,201.0,<
0.209,0.302,0.214,194.0,202.0,<
0.2565,0.275,0.202,195.0,203.0,<
0.186,0.182,0.33,196.0,204.0,<
0.223,0.173,0.315,197.0,205.0,<
0.095,0.159,0.237,197.0,206.0,+
0.093,0.168,0.248,197.0,207.0,+
0.102,0.149,0.25,200.0,208.0,<
0.241,0.309,0.188,201.0,209.0,<
0.202,0.313,0.212,201.0,210.0,+
0.198,0.299,0.217,202.0,211.0,<
0.269,0.274,0.19,202.0,212.0,+
0.259,0.286,0.205,203.0,213.0,<
0.184,0.184,0.344,204.0,214.0,<
0.234,0.17,0.322,205.0,215.0,<
0.085,0.156,0.228,206.0,216.0,<
0.081,0.175,0.251,207.0,217.0,<
0.1005,0.135,0.254,208.0,218.0,<
0.245,0.316,0.173,208.0,219.0,+
0.227,0.317,0.195,209.0,220.0,<
0.195,0.323,0.208,211.0,221.0,<
0.272,0.273,0.1835,213.0,222.0,<
0.177,0.196,0.352,213.0,223.0,+
0.185,0.183,0.357,214.0,224.0,<
0.246,0.166,0.329,215.0,225.0,<
0.076,0.152,0.218,216.0,226.0,<
0.0685,0.182,0.2485,217.0,227.0,<
0.102,0.123,0.255,218.0,228.0,<
0.247,0.323,0.162,220.0,229.0,<
0.19,0.33,0.205,222.0,230.0,<
0.172,0.205,0.363,223.0,231.0,<
0.184,0.183,0.37,224.0,232.0,<
0.253,0.16,0.334,224.0,233.0,+
0.248,0.174,0.3385,225.0,234.0,<
0.068,0.151,0.208,225.0,235.0,+
0.079,0.141,0.22,225.0,236.0,+
0.064,0.1575,0.218,226.0,237.0,<
0.057,0.19,0.243,227.0,238.0,<
0.103,0.111,0.253,228.0,239.0,<
0.251,0.331,0.155,228.0,240.0,+
0.244,0.321,0.154,230.0,241.0,<
0.167,0.212,0.373,231.0,242.0,<
0.183,0.183,0.384,232.0,243.0,<
0.269,0.157,0.336,232.0,244.0,+
0.244,0.146,0.343,233.0,245.0,<
0.249,0.186,0.344,234.0,246.0,<
0.06,0.149,0.197,235.0,247.0,+
0.071,0.14,0.223,237.0,248.0,<
0.051,0.193,0.24,241.0,249.0,<
0.162,0.2205,0.383,242.0,250.0,<
0.183,0.183,0.398,243.0,251.0,<
0.282,0.151,0.339,244.0,252.0,<
0.238,0.1375,0.3415,246.0,253.0,<
0.055,0.145,0.185,249.0,254.0,<
0.158,0.226,0.392,250.0,255.0,<
0.183,0.183,0.412,251.0,256.0,<
0.292,0.148,0.34,251.0,257.0,+
0.2805,0.1455,0.344,252.0,258.0,<
0.232,0.129,0.338,253.0,259.0,<
0.046,0.146,0.179,253.0,260.0,+
0.064,0.133,0.179,254.0,261.0,<
0.153,0.237,0.4,254.0,262.0,+
0.18,0.22,0.4,254.0,263.0,+
0.147,0.212,0.394,255.0,264.0,<
0.183,0.183,0.426,256.0,265.0,<
0.302,0.14,0.338,256.0,266.0,+
0.301,0.167,0.3515,259.0,267.0,<
0.041,0.143,0.162,259.0,268.0,+
0.036,0.1565,0.1775,260.0,269.0,<
0.068,0.124,0.173,260.0,270.0,+
0.0695,0.1325,0.174,260.0,271.0,+
0.074,0.141,0.181,261.0,272.0,<
0.148,0.247,0.408,262.0,273.0,<
0.1845,0.218,0.399,264.0,274.0,<
0.182,0.174,0.4365,264.0,275.0,+
0.183,0.186,0.439,265.0,276.0,+
0.297,0.119,0.337,265.0,277.0,+
0.317,0.138,0.327,266.0,278.0,<
0.3075,0.176,0.352,267.0,279.0,<
0.036,0.142,0.151,272.0,280.0,<
0.142,0.255,0.416,274.0,281.0,<
0.18,0.169,0.449,275.0,282.0,<
0.183,0.188,0.453,276.0,283.0,<
0.295,0.106,0.331,277.0,284.0,<
0.324,0.134,0.319,277.0,285.0,+
0.3265,0.144,0.327,278.0,286.0,<
0.315,0.1875,0.345,279.0,287.0,<
0.03,0.141,0.141,280.0,288.0,<
0.137,0.268,0.421,280.0,289.0,+
0.15,0.26,0.427,280.0,290.0,+
0.129,0.2435,0.422,281.0,291.0,<
0.179,0.163,0.46,282.0,292.0,<
0.183,0.19,0.463,283.0,293.0,<
0.294,0.0955,0.323,283.0,294.0,+
0.29,0.103,0.332,284.0,295.0,<
0.332,0.132,0.31,288.0,296.0,<
0.129,0.279,0.422,289.0,297.0,<
0.1605,0.263,0.434,289.0,298.0,+
0.151,0.256,0.432,290.0,299.0,<
0.1155,0.234,0.422,291.0,300.0,<
0.178,0.155,0.474,296.0,301.0,<
0.123,0.291,0.418,296.0,302.0,+
0.1195,0.2735,0.425,296.0,303.0,+
0.1315,0.286,0.4245,297.0,304.0,<
0.1735,0.266,0.433,299.0,305.0,<
0.1095,0.229,0.418,300.0,306.0,<
0.177,0.149,0.484,301.0,307.0,<
0.118,0.3,0.4105,304.0,308.0,<
0.182,0.267,0.429,306.0,309.0,<
0.174,0.1365,0.493,306.0,310.0,+
0.191,0.149,0.486,307.0,311.0,<
0.114,0.306,0.4,309.0,312.0,<
0.171,0.126,0.4995,311.0,313.0,<
0.113,0.316,0.39,311.0,314.0,+
0.122,0.319,0.399,311.0,315.0,+
0.104,0.299,0.398,311.0,316.0,+
0.115,0.298,0.393,312.0,317.0,<
0.168,0.114,0.502,313.0,318.0,<
0.113,0.322,0.375,314.0,319.0,<
0.131,0.323,0.398,317.0,320.0,<
0.165,0.102,0.498,317.0,321.0,+
0.155,0.1205,0.507,317.0,322.0,+
0.1815,0.11,0.505,318.0,323.0,<
0.112,0.3235,0.3695,320.0,324.0,<
0.1615,0.091,0.488,324.0,325.0,<
0.16,0.085,0.475,325.0,326.0,<
0.161,0.081,0.467,325.0,327.0,+
0.1535,0.0865,0.4725,326.0,328.0,<
0.159,0.08,0.452,,,
