x,y,z,parentid,vid,edgetype
0.043,0.24,0.611,356.0,364.0,<
0.057,0.2005,0.655,357.0,365.0,<
0.111,0.277,0.65,357.0,366.0,+
0.099,0.269,0.652,358.0,367.0,<
0.259,0.18,0.683,358.0,368.0,+
0.245,0.196,0.693,362.0,369.0,<
0.026,0.266,0.576,362.0,370.0,+
0.049,0.285,0.603,364.0,371.0,<
0.05,0.181,0.656,364.0,372.0,+
0.068,0.196,0.662,365.0,373.0,<
0.123,0.287,0.645,367.0,374.0,<
0.282,0.184,0.68,368.0,375.0,<
0.242,0.205,0.698,369.0,376.0,+
0.015,0.238,0.585,369.0,377.0,+
0.026,0.279,0.582,369.0,378.0,+
0.017,0.277,0.56,370.0,379.0,<
0.055,0.3,0.614,371.0,380.0,<
0.046,0.166,0.654,374.0,381.0,<
0.301,0.185,0.674,374.0,382.0,+
0.289,0.175,0.692,374.0,383.0,+
0.275,0.196,0.695,376.0,384.0,<
0.007,0.22,0.586,379.0,385.0,<
0.063,0.315,0.62,379.0,386.0,+
0.061,0.297,0.6234999999999999,381.0,387.0,<
0.317,0.184,0.669,385.0,388.0,<
0.068,0.325,0.623,387.0,389.0,+
0.314,0.211,0.684,387.0,390.0,+
0.329,0.18,0.6525000000000001,387.0,391.0,+
0.321,0.169,0.674,389.0,392.0,<
0.31,0.2305,0.685,390.0,393.0,<
0.337,0.177,0.638,392.0,394.0,<
0.309,0.241,0.684,,,
