x,y,z,parentid,vid,edgetype
0.146,0.187,0.638,252.0,260.0,<
0.177,0.296,0.557,253.0,261.0,<
0.284,0.049,0.449,254.0,262.0,<
0.295,0.1075,0.48,255.0,263.0,<
0.218,0.051,0.482,258.0,264.0,<
0.097,0.154,0.599,259.0,265.0,<
0.144,0.187,0.659,260.0,266.0,<
0.179,0.324,0.552,260.0,267.0,+
0.148,0.295,0.575,260.0,268.0,+
0.194,0.288,0.58,260.0,269.0,+
0.163,0.294,0.573,261.0,270.0,<
0.293,0.039,0.441,262.0,271.0,<
0.305,0.119,0.481,264.0,272.0,<
0.082,0.142,0.599,265.0,273.0,<
0.144,0.186,0.677,266.0,274.0,<
0.181,0.342,0.55,267.0,275.0,<
0.139,0.2925,0.581,272.0,276.0,<
0.067,0.131,0.591,272.0,277.0,+
0.099,0.128,0.617,272.0,278.0,+
0.07,0.155,0.613,273.0,279.0,<
0.14,0.184,0.696,274.0,280.0,<
0.182,0.361,0.549,276.0,281.0,<
0.0525,0.12,0.585,277.0,282.0,<
0.108,0.121,0.625,278.0,283.0,<
0.065,0.164,0.618,280.0,284.0,+
0.157,0.36,0.555,280.0,285.0,+
0.207,0.358,0.562,280.0,286.0,+
0.183,0.376,0.538,281.0,287.0,<
0.039,0.109,0.582,284.0,288.0,<
0.134,0.357,0.56,285.0,289.0,<
0.225,0.355,0.569,287.0,290.0,+
0.053,0.091,0.594,287.0,291.0,+
0.024,0.131,0.598,287.0,292.0,+
0.032,0.1,0.581,288.0,293.0,+
0.132,0.356,0.567,288.0,294.0,+
0.123,0.353,0.563,289.0,295.0,<
0.238,0.353,0.571,290.0,296.0,<
0.064,0.08,0.602,291.0,297.0,<
0.012,0.143,0.604,296.0,298.0,<
0.066,0.079,0.614,,,
