x,y,z,parentid,vid,edgetype
0.243,0.069,0.234,117.0,129.0,<
0.196,0.322,0.201,118.0,130.0,<
0.1805,0.314,0.217,118.0,131.0,+
0.134,0.287,0.241,119.0,132.0,<
0.249,0.277,0.219,120.0,133.0,<
0.067,0.078,0.128,121.0,134.0,<
0.201,0.1885,0.36,122.0,135.0,<
0.184,0.168,0.363,123.0,136.0,<
0.075,0.174,0.296,124.0,137.0,<
0.275,0.062,0.218,127.0,138.0,<
0.288,0.094,0.231,128.0,139.0,<
0.236,0.06,0.236,129.0,140.0,<
0.195,0.331,0.191,130.0,141.0,<
0.212,0.314,0.204,130.0,142.0,+
0.125,0.287,0.238,132.0,143.0,<
0.06,0.073,0.122,134.0,144.0,<
0.205,0.193,0.369,135.0,145.0,<
0.183,0.167,0.374,136.0,146.0,<
0.063,0.173,0.294,137.0,147.0,<
0.072,0.161,0.301,137.0,148.0,+
0.073,0.1865,0.3045,137.0,149.0,+
0.28,0.056,0.213,138.0,150.0,<
0.299,0.1,0.226,139.0,151.0,<
0.229,0.053,0.235,140.0,152.0,<
0.2395,0.0525,0.238,140.0,153.0,+
0.195,0.339,0.183,141.0,154.0,<
0.21,0.197,0.379,145.0,155.0,<
0.183,0.165,0.385,146.0,156.0,<
0.052,0.171,0.292,147.0,157.0,<
0.071,0.152,0.304,148.0,158.0,<
0.072,0.1975,0.308,149.0,159.0,<
0.284,0.05,0.21,150.0,160.0,<
0.271,0.046,0.215,150.0,161.0,+
0.281,0.071,0.213,150.0,162.0,+
0.305,0.103,0.22,151.0,163.0,<
0.222,0.045,0.232,152.0,164.0,<
0.195,0.348,0.175,154.0,165.0,<
0.213,0.202,0.386,155.0,166.0,<
0.182,0.164,0.395,156.0,167.0,<
0.042,0.17,0.288,157.0,168.0,<
0.07050000000000001,0.141,0.304,158.0,169.0,<
0.071,0.208,0.308,159.0,170.0,<
0.309,0.105,0.215,163.0,171.0,<
0.217,0.038,0.228,164.0,172.0,<
0.196,0.35,0.169,165.0,173.0,<
0.219,0.207,0.395,166.0,174.0,<
0.2005,0.208,0.377,166.0,175.0,+
0.211,0.186,0.391,166.0,176.0,+
0.182,0.155,0.404,167.0,177.0,<
0.18,0.165,0.403,167.0,178.0,+
0.0345,0.169,0.281,168.0,179.0,<
0.04,0.163,0.289,168.0,180.0,+
0.07,0.131,0.302,169.0,181.0,<
0.072,0.218,0.306,170.0,182.0,<
0.175,0.35,0.166,173.0,183.0,+
0.214,0.348,0.167,173.0,184.0,+
0.183,0.354,0.168,173.0,185.0,+
0.226,0.214,0.403,174.0,186.0,<
0.199,0.213,0.397,174.0,187.0,+
0.182,0.15,0.415,177.0,188.0,<
0.188,0.164,0.397,178.0,189.0,+
0.026,0.168,0.272,179.0,190.0,<
0.169,0.349,0.163,183.0,191.0,<
0.232,0.22,0.408,186.0,192.0,<
0.233,0.214,0.403,186.0,193.0,+
0.181,0.145,0.422,188.0,194.0,<
0.019,0.168,0.264,190.0,195.0,<
0.24,0.226,0.413,192.0,196.0,<
0.181,0.134,0.432,194.0,197.0,<
0.011,0.167,0.256,195.0,198.0,<
0.248,0.235,0.413,196.0,199.0,<
0.236,0.2375,0.416,196.0,200.0,+
0.245,0.215,0.422,196.0,201.0,+
0.181,0.125,0.437,197.0,202.0,<
0.011,0.156,0.255,198.0,203.0,+
0.01,0.181,0.255,198.0,204.0,+
0.006,0.1665,0.246,198.0,205.0,+
0.257,0.242,0.41,199.0,206.0,<
0.229,0.247,0.415,200.0,207.0,<
0.245,0.209,0.422,201.0,208.0,<
0.182,0.113,0.435,202.0,209.0,<
0.172,0.124,0.439,202.0,210.0,+
0.262,0.248,0.402,206.0,211.0,<
0.226,0.251,0.4105,207.0,212.0,<
0.184,0.106,0.429,209.0,213.0,<
0.266,0.253,0.394,211.0,214.0,<
0.185,0.101,0.418,213.0,215.0,<
0.269,0.258,0.384,214.0,216.0,<
0.186,0.101,0.408,215.0,217.0,<
0.269,0.259,0.371,216.0,218.0,<
0.262,0.264,0.383,216.0,219.0,+
0.269,0.258,0.364,218.0,220.0,<
0.191,0.19,0.111,221.0,222.0,<
0.189,0.187,0.121,222.0,223.0,<
0.187,0.181,0.13,223.0,224.0,+
0.19,0.186,0.141,223.0,225.0,+
0.186,0.176,0.107,224.0,226.0,<
0.188,0.185,0.155,224.0,227.0,+
0.212,0.188,0.142,224.0,228.0,+
0.191,0.193,0.145,226.0,229.0,<
0.186,0.177,0.163,227.0,230.0,<
0.2255,0.19,0.139,227.0,231.0,+
0.199,0.183,0.146,229.0,232.0,+
0.187,0.18,0.175,229.0,233.0,+
0.182,0.168,0.165,230.0,234.0,<
0.236,0.192,0.137,232.0,235.0,<
0.184,0.178,0.185,234.0,236.0,<
0.246,0.195,0.135,235.0,237.0,<
0.188,0.182,0.1985,235.0,238.0,+
0.17,0.165,0.185,236.0,239.0,<
0.257,0.197,0.132,237.0,240.0,<
0.188,0.184,0.21,237.0,241.0,+
0.196,0.188,0.2045,238.0,242.0,<
0.162,0.158,0.186,239.0,243.0,<
0.266,0.201,0.131,240.0,244.0,<
0.187,0.18,0.219,240.0,245.0,+
0.187,0.203,0.216,242.0,246.0,<
0.153,0.151,0.187,243.0,247.0,<
0.278,0.201,0.128,244.0,248.0,<
0.19,0.175,0.229,245.0,249.0,<
0.188,0.213,0.222,246.0,250.0,<
0.1445,0.1435,0.186,247.0,251.0,<
0.284,0.208,0.124,247.0,252.0,+
0.285,0.187,0.127,248.0,253.0,<
0.186,0.177,0.242,248.0,254.0,+
0.201,0.158,0.227,248.0,255.0,+
0.193,0.18,0.239,249.0,256.0,<
0.188,0.223,0.228,250.0,257.0,<
0.137,0.136,0.185,251.0,258.0,<
0.285,0.22,0.1285,251.0,259.0,+
0.29,0.208,0.117,252.0,260.0,<
0.289,0.182,0.1245,253.0,261.0,<
0.183,0.177,0.253,254.0,262.0,<
0.208,0.15,0.228,256.0,263.0,<
0.189,0.234,0.232,257.0,264.0,<
0.127,0.129,0.182,261.0,265.0,<
0.186,0.176,0.264,261.0,266.0,+
0.167,0.176,0.258,262.0,267.0,<
0.215,0.141,0.229,263.0,268.0,<
0.189,0.242,0.236,264.0,269.0,<
0.12,0.122,0.181,265.0,270.0,<
0.186,0.175,0.275,266.0,271.0,<
0.157,0.176,0.263,267.0,272.0,<
0.222,0.132,0.229,268.0,273.0,<
0.19,0.256,0.234,268.0,274.0,+
0.205,0.239,0.244,268.0,275.0,+
0.173,0.238,0.245,269.0,276.0,<
0.112,0.1155,0.176,269.0,277.0,+
0.106,0.125,0.183,269.0,278.0,+
0.125,0.107,0.179,270.0,279.0,<
0.186,0.175,0.286,271.0,280.0,<
0.147,0.175,0.269,272.0,281.0,<
0.228,0.122,0.23,273.0,282.0,<
0.191,0.268,0.233,274.0,283.0,<
0.215,0.238,0.247,275.0,284.0,<
0.165,0.236,0.247,276.0,285.0,<
0.105,0.109,0.171,277.0,286.0,<
0.097,0.127,0.182,278.0,287.0,<
0.1265,0.101,0.175,279.0,288.0,<
0.186,0.174,0.297,280.0,289.0,<
0.137,0.175,0.274,281.0,290.0,<
0.236,0.116,0.229,281.0,291.0,+
0.223,0.115,0.239,282.0,292.0,<
0.191,0.275,0.231,283.0,293.0,<
0.229,0.236,0.246,284.0,294.0,<
0.1525,0.231,0.245,285.0,295.0,<
0.098,0.103,0.165,286.0,296.0,<
0.087,0.132,0.176,288.0,297.0,<
0.186,0.174,0.308,288.0,298.0,+
0.189,0.168,0.289,289.0,299.0,<
0.127,0.175,0.278,290.0,300.0,<
0.243,0.105,0.227,290.0,301.0,+
0.243,0.128,0.243,291.0,302.0,<
0.216,0.109,0.245,292.0,303.0,<
0.193,0.288,0.226,292.0,304.0,+
0.1755,0.28,0.24,292.0,305.0,+
0.212,0.276,0.234,293.0,306.0,<
0.234,0.234,0.245,294.0,307.0,<
0.147,0.229,0.243,295.0,308.0,<
0.092,0.098,0.157,296.0,309.0,<
0.08,0.136,0.171,297.0,310.0,<
0.186,0.173,0.319,299.0,311.0,<
0.117,0.174,0.284,300.0,312.0,<
0.25,0.097,0.226,301.0,313.0,<
0.2505,0.134,0.248,302.0,314.0,<
0.208,0.101,0.248,303.0,315.0,<
0.194,0.297,0.22,304.0,316.0,<
0.165,0.283,0.244,305.0,317.0,<
0.2235,0.277,0.233,308.0,318.0,<
0.086,0.093,0.148,310.0,319.0,<
0.187,0.173,0.33,311.0,320.0,<
0.106,0.174,0.287,311.0,321.0,+
0.12,0.164,0.29,311.0,322.0,+
0.118,0.18,0.294,312.0,323.0,<
0.255,0.087,0.226,313.0,324.0,<
0.2585,0.1445,0.2475,314.0,325.0,<
0.2,0.094,0.247,315.0,326.0,<
0.194,0.307,0.214,316.0,327.0,<
0.156,0.286,0.244,317.0,328.0,<
0.232,0.277,0.231,318.0,329.0,<
0.081,0.088,0.139,319.0,330.0,<
0.195,0.181,0.341,319.0,331.0,+
0.185,0.171,0.341,319.0,332.0,+
0.187,0.179,0.337,320.0,333.0,<
0.095,0.174,0.29,321.0,334.0,<
0.124,0.152,0.295,322.0,335.0,<
0.1215,0.1865,0.3025,323.0,336.0,<
0.264,0.0835,0.225,323.0,337.0,+
0.249,0.078,0.231,326.0,338.0,<
0.194,0.315,0.208,327.0,339.0,<
0.145,0.287,0.243,328.0,340.0,<
0.242,0.276,0.225,329.0,341.0,<
0.074,0.084,0.134,330.0,342.0,<
0.198,0.185,0.35,331.0,343.0,<
0.185,0.169,0.352,333.0,344.0,<
0.085,0.174,0.293,334.0,345.0,<
0.127,0.147,0.296,335.0,346.0,<
0.125,0.192,0.311,336.0,347.0,<
0.268,0.071,0.221,336.0,348.0,+
0.277,0.09,0.231,337.0,349.0,<
0.243,0.069,0.234,338.0,350.0,<
0.196,0.322,0.201,338.0,351.0,+
0.1805,0.314,0.217,339.0,352.0,<
0.134,0.287,0.241,340.0,353.0,<
0.249,0.277,0.219,341.0,354.0,<
0.067,0.078,0.128,342.0,355.0,<
0.201,0.1885,0.36,343.0,356.0,<
0.184,0.168,0.363,344.0,357.0,<
0.075,0.174,0.296,347.0,358.0,<
0.275,0.062,0.218,348.0,359.0,<
0.288,0.094,0.231,349.0,360.0,<
0.236,0.06,0.236,350.0,361.0,<
0.195,0.331,0.191,350.0,362.0,+
0.212,0.314,0.204,352.0,363.0,<
0.125,0.287,0.238,354.0,364.0,<
0.06,0.073,0.122,355.0,365.0,<
0.205,0.193,0.369,356.0,366.0,<
0.183,0.167,0.374,357.0,367.0,<
0.063,0.173,0.294,357.0,368.0,+
0.072,0.161,0.301,357.0,369.0,+
0.073,0.1865,0.3045,358.0,370.0,<
0.28,0.056,0.213,359.0,371.0,<
0.299,0.1,0.226,360.0,372.0,<
0.229,0.053,0.235,360.0,373.0,+
0.2395,0.0525,0.238,361.0,374.0,<
0.195,0.339,0.183,365.0,375.0,<
0.21,0.197,0.379,366.0,376.0,<
0.183,0.165,0.385,367.0,377.0,<
0.052,0.171,0.292,368.0,378.0,<
0.071,0.152,0.304,369.0,379.0,<
0.072,0.1975,0.308,370.0,380.0,<
0.284,0.05,0.21,370.0,381.0,+
0.271,0.046,0.215,370.0,382.0,+
0.281,0.071,0.213,371.0,383.0,<
0.305,0.103,0.22,372.0,384.0,<
0.222,0.045,0.232,374.0,385.0,<
0.195,0.348,0.175,375.0,386.0,<
0.213,0.202,0.386,376.0,387.0,<
0.182,0.164,0.395,377.0,388.0,<
0.042,0.17,0.288,378.0,389.0,<
0.07050000000000001,0.141,0.304,379.0,390.0,<
0.071,0.208,0.308,383.0,391.0,<
0.309,0.105,0.215,384.0,392.0,<
0.217,0.038,0.228,385.0,393.0,<
0.196,0.35,0.169,386.0,394.0,<
0.219,0.207,0.395,386.0,395.0,+
0.2005,0.208,0.377,386.0,396.0,+
0.211,0.186,0.391,387.0,397.0,<
0.182,0.155,0.404,387.0,398.0,+
0.18,0.165,0.403,388.0,399.0,<
0.0345,0.169,0.281,388.0,400.0,+
0.04,0.163,0.289,389.0,401.0,<
0.07,0.131,0.302,390.0,402.0,<
0.072,0.218,0.306,393.0,403.0,+
0.175,0.35,0.166,393.0,404.0,+
0.214,0.348,0.167,393.0,405.0,+
0.183,0.354,0.168,394.0,406.0,<
0.226,0.214,0.403,394.0,407.0,+
0.199,0.213,0.397,397.0,408.0,<
0.182,0.15,0.415,398.0,409.0,+
0.188,0.164,0.397,399.0,410.0,<
0.026,0.168,0.272,403.0,411.0,<
0.169,0.349,0.163,406.0,412.0,<
0.232,0.22,0.408,406.0,413.0,+
0.233,0.214,0.403,408.0,414.0,<
0.181,0.145,0.422,410.0,415.0,<
0.019,0.168,0.264,412.0,416.0,<
0.24,0.226,0.413,414.0,417.0,<
0.181,0.134,0.432,415.0,418.0,<
0.011,0.167,0.256,416.0,419.0,<
0.248,0.235,0.413,416.0,420.0,+
0.236,0.2375,0.416,416.0,421.0,+
0.245,0.215,0.422,417.0,422.0,<
0.181,0.125,0.437,418.0,423.0,+
0.011,0.156,0.255,418.0,424.0,+
0.01,0.181,0.255,418.0,425.0,+
0.006,0.1665,0.246,419.0,426.0,<
0.257,0.242,0.41,420.0,427.0,<
0.229,0.247,0.415,421.0,428.0,<
0.245,0.209,0.422,422.0,429.0,<
0.182,0.113,0.435,422.0,430.0,+
0.172,0.124,0.439,426.0,431.0,<
0.262,0.248,0.402,427.0,432.0,<
0.226,0.251,0.4105,429.0,433.0,<
0.184,0.106,0.429,431.0,434.0,<
0.266,0.253,0.394,433.0,435.0,<
0.185,0.101,0.418,434.0,436.0,<
0.269,0.258,0.384,435.0,437.0,<
0.186,0.101,0.408,436.0,438.0,<
0.269,0.259,0.371,436.0,439.0,+
0.262,0.264,0.383,438.0,440.0,<
0.269,0.258,0.364,,,
