x,y,z,parentid,vid,edgetype
0.3045,0.221,0.132,192.0,199.0,<
0.222,0.228,0.26,193.0,200.0,<
0.237,0.15,0.225,194.0,201.0,<
0.129,0.255,0.229,194.0,202.0,+
0.126,0.232,0.227,195.0,203.0,<
0.3,0.147,0.114,197.0,204.0,<
0.345,0.198,0.12,199.0,205.0,<
0.226,0.23,0.278,200.0,206.0,<
0.245,0.139,0.231,200.0,207.0,+
0.227,0.144,0.238,200.0,208.0,+
0.234,0.148,0.237,201.0,209.0,<
0.108,0.259,0.2405,201.0,210.0,+
0.146,0.276,0.235,202.0,211.0,<
0.121,0.216,0.23,205.0,212.0,<
0.229,0.232,0.297,206.0,213.0,<
0.251,0.115,0.231,207.0,214.0,<
0.215,0.144,0.245,209.0,215.0,<
0.092,0.265,0.248,210.0,216.0,<
0.155,0.286,0.236,211.0,217.0,<
0.113,0.201,0.229,212.0,218.0,<
0.229,0.231,0.318,213.0,219.0,<
0.258,0.099,0.236,215.0,220.0,<
0.074,0.27,0.256,218.0,221.0,<
0.236,0.235,0.334,218.0,222.0,+
0.213,0.221,0.327,218.0,223.0,+
0.236,0.223,0.32,219.0,224.0,<
0.265,0.079,0.234,219.0,225.0,+
0.236,0.087,0.245,219.0,226.0,+
0.279,0.103,0.245,220.0,227.0,<
0.066,0.272,0.259,221.0,228.0,<
0.239,0.238,0.352,222.0,229.0,<
0.198,0.209,0.336,224.0,230.0,<
0.272,0.065,0.229,225.0,231.0,<
0.22,0.079,0.25,227.0,232.0,<
0.039,0.27,0.26,228.0,233.0,<
0.243,0.238,0.372,229.0,234.0,<
0.186,0.199,0.346,230.0,235.0,<
0.277,0.047,0.221,231.0,236.0,<
0.206,0.068,0.249,232.0,237.0,<
0.0265,0.2685,0.2595,233.0,238.0,<
0.248,0.24,0.39,234.0,239.0,<
0.171,0.186,0.35,234.0,240.0,+
0.185,0.2125,0.356,238.0,241.0,<
0.247,0.244,0.41,238.0,242.0,+
0.279,0.232,0.394,239.0,243.0,<
0.159,0.1745,0.358,241.0,244.0,<
0.246,0.245,0.43,242.0,245.0,<
0.296,0.226,0.401,243.0,246.0,<
0.141,0.1625,0.355,243.0,247.0,+
0.15,0.189,0.374,243.0,248.0,+
0.1885,0.159,0.372,244.0,249.0,<
0.245,0.247,0.45,245.0,250.0,<
0.313,0.219,0.407,246.0,251.0,<
0.126,0.149,0.355,247.0,252.0,<
0.144,0.206,0.382,247.0,253.0,+
0.1595,0.1825,0.3795,248.0,254.0,<
0.1905,0.16,0.379,248.0,255.0,+
0.202,0.148,0.374,249.0,256.0,<
0.243,0.25,0.464,250.0,257.0,<
0.332,0.213,0.413,251.0,258.0,<
0.113,0.137,0.357,252.0,259.0,<
0.139,0.223,0.385,256.0,260.0,<
0.245,0.245,0.489,256.0,261.0,+
0.234,0.2835,0.47,257.0,262.0,<
0.345,0.209,0.418,257.0,263.0,+
0.329,0.199,0.427,257.0,264.0,+
0.336,0.205,0.418,258.0,265.0,<
0.094,0.126,0.352,258.0,266.0,+
0.096,0.149,0.371,258.0,267.0,+
0.136,0.115,0.362,259.0,268.0,<
0.1345,0.234,0.384,260.0,269.0,<
0.245,0.245,0.509,261.0,270.0,<
0.23,0.3,0.479,262.0,271.0,+
0.343,0.233,0.435,262.0,272.0,+
0.36,0.202,0.419,263.0,273.0,<
0.32,0.187,0.435,265.0,274.0,<
0.083,0.114,0.35,266.0,275.0,<
0.087,0.157,0.381,267.0,276.0,<
0.146,0.1,0.364,269.0,277.0,<
0.243,0.243,0.53,270.0,278.0,<
0.226,0.315,0.488,271.0,279.0,<
0.3435,0.244,0.439,273.0,280.0,<
0.317,0.178,0.434,274.0,281.0,<
0.066,0.103,0.339,275.0,282.0,<
0.078,0.168,0.388,276.0,283.0,<
0.155,0.085,0.365,277.0,284.0,<
0.241,0.24,0.544,278.0,285.0,<
0.221,0.333,0.497,281.0,286.0,<
0.056,0.092,0.333,284.0,287.0,<
0.245,0.243,0.568,284.0,288.0,+
0.223,0.2105,0.55,285.0,289.0,<
0.216,0.349,0.506,286.0,290.0,<
0.036,0.084,0.323,286.0,291.0,+
0.062,0.079,0.336,287.0,292.0,<
0.246,0.2435,0.587,288.0,293.0,<
0.214,0.195,0.558,289.0,294.0,+
0.201,0.337,0.523,289.0,295.0,+
0.212,0.367,0.506,289.0,296.0,+
0.238,0.35,0.5195000000000001,292.0,297.0,<
0.247,0.244,0.607,293.0,298.0,<
0.206,0.181,0.566,294.0,299.0,<
0.193,0.329,0.532,297.0,300.0,<
0.248,0.246,0.626,298.0,301.0,<
0.198,0.162,0.573,300.0,302.0,+
0.226,0.254,0.637,300.0,303.0,+
0.254,0.246,0.645,301.0,304.0,<
0.189,0.147,0.578,301.0,305.0,+
0.186,0.167,0.587,301.0,306.0,+
0.208,0.155,0.586,302.0,307.0,<
0.21,0.261,0.646,303.0,308.0,<
0.273,0.25,0.656,303.0,309.0,+
0.253,0.245,0.665,304.0,310.0,<
0.18,0.129,0.583,305.0,311.0,<
0.175,0.1775,0.598,306.0,312.0,<
0.225,0.152,0.594,307.0,313.0,<
0.195,0.266,0.645,308.0,314.0,<
0.287,0.254,0.668,309.0,315.0,<
0.254,0.244,0.686,310.0,316.0,<
0.172,0.113,0.588,310.0,317.0,+
0.183,0.122,0.589,311.0,318.0,<
0.167,0.187,0.6014999999999999,313.0,319.0,+
0.192,0.264,0.621,313.0,320.0,+
0.19,0.286,0.634,313.0,321.0,+
0.183,0.252,0.639,314.0,322.0,<
0.299,0.256,0.678,314.0,323.0,+
0.291,0.251,0.677,315.0,324.0,<
0.252,0.235,0.694,316.0,325.0,<
0.165,0.096,0.594,319.0,326.0,+
0.205,0.259,0.634,319.0,327.0,+
0.202,0.272,0.612,319.0,328.0,+
0.194,0.278,0.6134999999999999,319.0,329.0,+
0.188,0.261,0.613,319.0,330.0,+
0.212,0.261,0.628,319.0,331.0,+
0.199,0.257,0.613,319.0,332.0,+
0.209,0.266,0.615,319.0,333.0,+
0.206,0.254,0.621,320.0,334.0,<
0.191,0.289,0.628,325.0,335.0,<
0.157,0.078,0.592,325.0,336.0,+
0.184,0.088,0.604,325.0,337.0,+
0.146,0.107,0.607,335.0,338.0,<
0.149,0.0615,0.589,336.0,339.0,<
0.196,0.084,0.606,336.0,340.0,+
0.185,0.087,0.611,337.0,341.0,<
0.134,0.115,0.614,338.0,342.0,<
0.143,0.044,0.584,342.0,343.0,<
0.136,0.0235,0.579,343.0,344.0,<
0.133,0.015,0.578,,,
