x,y,z,parentid,vid,edgetype
0.19,0.231,0.533,178.0,181.0,<
0.203,0.243,0.529,181.0,182.0,<
0.209,0.255,0.529,182.0,183.0,<
0.215,0.266,0.529,183.0,184.0,<
0.222,0.279,0.521,183.0,185.0,+
0.23,0.255,0.533,183.0,186.0,+
0.197,0.27,0.538,184.0,187.0,<
0.227,0.2915,0.511,187.0,188.0,+
0.221,0.3,0.511,187.0,189.0,<
0.232,0.298,0.505,189.0,190.0,<
0.233,0.305,0.496,,,
