x,y,z,parentid,vid,edgetype
0.103,0.111,0.253,145.0,146.0,<
0.085,0.156,0.228,147.0,148.0,<
0.076,0.152,0.218,148.0,149.0,<
0.068,0.151,0.208,148.0,150.0,+
0.064,0.1575,0.218,148.0,151.0,+
0.071,0.14,0.223,149.0,153.0,<
0.079,0.141,0.22,151.0,152.0,+
0.06,0.149,0.197,153.0,154.0,<
0.055,0.145,0.185,154.0,155.0,<
0.046,0.146,0.179,154.0,156.0,+
0.064,0.133,0.179,155.0,160.0,+
0.0695,0.1325,0.174,155.0,161.0,<
0.068,0.124,0.173,156.0,157.0,<
0.074,0.141,0.181,157.0,158.0,+
0.036,0.1565,0.1775,157.0,159.0,+
0.041,0.143,0.162,161.0,162.0,<
0.036,0.142,0.151,162.0,163.0,<
0.03,0.141,0.141,,,
