x,y,z,parentid,vid,edgetype
0.185,0.225,0.388,50.0,56.0,<
0.135,0.1225,0.333,50.0,57.0,+
0.128,0.159,0.357,50.0,58.0,+
0.168,0.143,0.358,51.0,59.0,+
0.308,0.175,0.279,51.0,60.0,+
0.339,0.209,0.286,52.0,61.0,<
0.304,0.243,0.305,52.0,62.0,+
0.297,0.22,0.304,55.0,63.0,<
0.184,0.223,0.411,55.0,64.0,+
0.195,0.252,0.394,56.0,65.0,<
0.126,0.102,0.329,57.0,66.0,<
0.118,0.169,0.364,58.0,67.0,<
0.183,0.14,0.366,59.0,68.0,<
0.309,0.151,0.275,60.0,69.0,<
0.355,0.208,0.285,61.0,70.0,<
0.302,0.261,0.313,63.0,71.0,<
0.186,0.224,0.431,64.0,72.0,<
0.203,0.271,0.402,65.0,73.0,<
0.118,0.081,0.325,65.0,74.0,+
0.142,0.091,0.335,65.0,75.0,+
0.106,0.104,0.345,68.0,76.0,<
0.31,0.136,0.271,71.0,77.0,<
0.186,0.222,0.457,72.0,78.0,<
0.212,0.293,0.405,72.0,79.0,+
0.211,0.269,0.413,73.0,80.0,<
0.111,0.066,0.319,74.0,81.0,<
0.159,0.081,0.342,75.0,82.0,<
0.093,0.109,0.356,77.0,83.0,<
0.188,0.22,0.473,77.0,84.0,+
0.18,0.213,0.46,77.0,85.0,+
0.188,0.23,0.457,78.0,86.0,<
0.222,0.308,0.403,78.0,87.0,+
0.205,0.304,0.42,80.0,88.0,<
0.101,0.047,0.312,80.0,89.0,+
0.113,0.054,0.324,81.0,90.0,<
0.177,0.076,0.343,81.0,91.0,+
0.165,0.073,0.343,82.0,92.0,<
0.078,0.111,0.363,83.0,93.0,<
0.2,0.192,0.486,83.0,94.0,+
0.184,0.222,0.499,86.0,95.0,<
0.229,0.327,0.395,86.0,96.0,+
0.245,0.294,0.42,86.0,97.0,+
0.228,0.32,0.405,87.0,98.0,<
0.192,0.311,0.429,88.0,99.0,<
0.091,0.033,0.311,93.0,100.0,<
0.207,0.175,0.493,94.0,101.0,<
0.182,0.223,0.516,95.0,102.0,<
0.234,0.345,0.38,96.0,103.0,<
0.259,0.286,0.418,99.0,104.0,+
0.071,0.043,0.318,100.0,105.0,<
0.217,0.155,0.492,100.0,106.0,+
0.198,0.161,0.504,101.0,107.0,+
0.151,0.23,0.528,102.0,108.0,+
0.222,0.363,0.399,102.0,109.0,+
0.237,0.357,0.36,102.0,110.0,+
0.256,0.337,0.3765,105.0,111.0,<
0.223,0.134,0.481,105.0,112.0,+
0.236,0.168,0.51,107.0,113.0,<
0.131,0.235,0.531,108.0,114.0,<
0.213,0.373,0.406,111.0,115.0,<
0.231,0.127,0.471,111.0,116.0,+
0.2065,0.121,0.485,111.0,117.0,+
0.232,0.1355,0.471,113.0,118.0,<
0.111,0.24,0.526,115.0,119.0,<
0.235,0.107,0.445,115.0,120.0,+
0.2535,0.133,0.484,116.0,121.0,<
0.196,0.116,0.485,118.0,122.0,<
0.095,0.245,0.513,118.0,123.0,+
0.106,0.2205,0.5315000000000001,119.0,124.0,<
0.237,0.101,0.434,119.0,125.0,+
0.229,0.102,0.443,122.0,126.0,<
0.086,0.2455,0.4985,124.0,127.0,<
0.237,0.092,0.419,126.0,128.0,<
0.082,0.253,0.481,,,
