x,y,z,parentid,vid,edgetype
0.1035,0.138,0.40700000000000003,98.0,116.0,<
0.242,0.071,0.195,99.0,117.0,<
0.195,0.052,0.229,100.0,118.0,<
0.271,0.104,0.226,104.0,119.0,<
0.1145,0.307,0.317,104.0,120.0,+
0.155,0.284,0.337,104.0,121.0,+
0.091,0.276,0.333,105.0,122.0,<
0.047,0.175,0.318,111.0,123.0,<
0.148,0.145,0.455,112.0,124.0,<
0.166,0.157,0.454,113.0,125.0,+
0.1,0.167,0.404,114.0,126.0,<
0.0915,0.1025,0.431,116.0,127.0,<
0.252,0.067,0.178,116.0,128.0,+
0.228,0.055,0.202,116.0,129.0,+
0.253,0.07,0.193,116.0,130.0,+
0.255,0.081,0.195,116.0,131.0,+
0.254,0.073,0.194,117.0,132.0,<
0.185,0.038,0.218,118.0,133.0,<
0.284,0.11,0.22,119.0,134.0,<
0.109,0.323,0.314,120.0,135.0,<
0.1745,0.286,0.341,120.0,136.0,+
0.159,0.292,0.342,121.0,137.0,<
0.076,0.27,0.337,121.0,138.0,+
0.09,0.284,0.339,123.0,139.0,<
0.149,0.143,0.473,124.0,140.0,<
0.175,0.16,0.47,124.0,141.0,+
0.167,0.147,0.459,125.0,142.0,+
0.104,0.165,0.393,125.0,143.0,+
0.1,0.178,0.397,126.0,144.0,<
0.081,0.089,0.444,126.0,145.0,+
0.106,0.095,0.441,126.0,146.0,+
0.075,0.111,0.435,127.0,147.0,<
0.26,0.06,0.161,132.0,148.0,<
0.178,0.03,0.212,134.0,149.0,<
0.101,0.342,0.307,134.0,150.0,+
0.094,0.319,0.315,135.0,151.0,<
0.188,0.286,0.34,137.0,152.0,<
0.063,0.266,0.337,139.0,153.0,<
0.149,0.131,0.491,139.0,154.0,+
0.15,0.143,0.485,140.0,155.0,<
0.19,0.163,0.483,144.0,156.0,<
0.0685,0.0755,0.451,147.0,157.0,<
0.267,0.051,0.146,149.0,158.0,<
0.098,0.352,0.303,153.0,159.0,<
0.146,0.121,0.508,155.0,160.0,<
0.206,0.167,0.488,156.0,161.0,<
0.0575,0.064,0.454,157.0,162.0,+
0.25,0.041,0.14,157.0,163.0,+
0.277,0.048,0.1405,157.0,164.0,+
0.283,0.059,0.143,159.0,165.0,<
0.141,0.106,0.518,160.0,166.0,<
0.2285,0.1695,0.485,161.0,167.0,<
0.047,0.054,0.454,165.0,168.0,<
0.139,0.09,0.514,166.0,169.0,<
0.241,0.171,0.48,,,
